stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place,reference_place,stop_name_short
10001,Cabrillo National Monument,32.6744579268,-117.240425732,10001,0,,1,M-Special_Loc,cabmon,,Cabrillo Natl Monument
10003,Pearl St & Draper Av,32.8395782888,-117.276186771,10003,0,,1,N-E/B,,,Pearl&Draper
10004,Pearl St & Fay Av,32.8401284841,-117.273809897,10004,0,,1,N-E/B,,,Pearl&Fay
10006,Torrey Pines Rd & Exchange Pl,32.8458466995,-117.268673217,10006,0,,1,N-N/B,,,Try Pines&Exchange
10007,Torrey Pines Rd & Hillside Dr,32.8493117821,-117.261751578,10007,0,,0,N-N/B,,,Try Pines&Hillside
10011,Garnet Av & Everts St,32.7981009271,-117.24825013,10011,0,,1,N-E/B,,,Garnet&Everts
10012,Grand Av & Fanuel St,32.7965290383,-117.245833937,10012,0,,1,N-E/B,,,Grand&Fanuel
10013,Garnet Av & Haines St,32.7992939798,-117.242773583,10013,0,,1,N-E/B,,,Garnet&Haines
10015,Garnet Av & Ingraham St,32.7996501715,-117.241202492,10015,0,,1,N-E/B,,,Garnet&Ingraham
10016,Garnet Av & Jewell St,32.8001235868,-117.239063191,10016,0,,1,N-E/B,,,Garnet&Jewell
10020,Voltaire St & Mendocino St,32.7450667071,-117.235748986,10020,0,,1,N-E/B,,,Voltaire&Mendocino
10023,Garnet Av & Lamont St,32.8008771641,-117.23556667,10023,0,,1,N-E/B,garlam,,Garnet&Lamont
10024,Voltaire St & San Clemente St,32.7428690539,-117.233535634,10024,0,,1,N-E/B,,,Voltaire&San Clemente
10025,Garnet Av & Noyes St,32.8017129051,-117.231748819,10025,0,,1,N-E/B,,,Garnet&Noyes
10026,Chatsworth Bl & Tennyson St,32.7381473287,-117.229704018,10026,0,,1,N-N/B,,,Chatsworth&Tennyson
10027,Voltaire St & Poinsettia Dr,32.7402559524,-117.229294925,10027,0,,1,N-E/B,,,Voltaire&Poinsettia
10029,West Point Loma Bl & Adrian St,32.7526611456,-117.226733143,10029,0,,1,N-E/B,,,WPt Loma&Adrian
10031,Nimitz Bl & Rosecrans St,32.7289428853,-117.226535305,10031,0,,0,M-Street-S/B,rosnim,,Nimitz&Rosecrans
10032,Grand Av & Culver St,32.8009131302,-117.225849446,10032,0,,1,N-E/B,,,Grand&Culver
10033,West Point Loma Bl & Loma Riviera Dr,32.7534022552,-117.224077447,10033,0,,1,M-Street-E/B,,,WPt Loma&Loma Riviera
10034,Nobel Dr & Lebon Dr,32.8682931667,-117.225183245,10034,0,,1,N-E/B,nobleb,,Nobel&Lebon
10036,Garnet Av & Bond St,32.8055040042,-117.221213754,10036,0,,1,N-E/B,,,Garnet&Bond
10038,Sports Arena Bl & Midway Dr,32.755674072,-117.221093797,10038,0,,1,M-Street-S/B,,,Sports Arena&Midway
10040,Midway Dr & Duke St,32.7539299735,-117.218140676,10040,0,,1,N-S/B,,,Midway&Duke
10043,Midway Dr & Kemper St,32.7524362547,-117.215847441,10043,0,,1,N-S/B,,,Midway&Kemper
10044,Grand Av & Mission Bay Dr,32.8022734966,-117.217839064,10044,0,,1,N-E/B,,,Grand&Mission Bay
10045,Balboa Av & Moraga Av,32.8077438868,-117.210696668,10045,0,,2,M-Street-E/B,,,Balboa&Moraga
10048,Morena Bl & Frankfort St,32.7746864083,-117.206214033,10048,0,,1,N-S/B,,,Morena&Frankfort
10049,Governor Dr & Radcliffe Dr,32.8543450815,-117.20610593,10049,0,,1,N-E/B,,,Governor&Radcliffe
10050,Morena Bl & Knoxville St,32.7733266562,-117.203983728,10050,0,,1,N-S/B,,,Morena&Knoxville
10051,Clairemont Dr & Merrimac Av,32.8330717771,-117.202866709,10051,0,,1,M-Street-E/B,,,Clairemont&Merrimac
10052,Clairemont Mesa Bl & Rolfe Rd,32.8281360746,-117.20242589,10052,0,,1,N-E/B,,,Cmnt Mesa&Rolfe
10053,Clairemont Mesa Bl & Kleefeld Av,32.8327109918,-117.200821565,10053,0,,1,N-E/B,,,Cmnt Mesa&Kleefeld
10057,Milton St & Garfield Rd,32.7833167718,-117.19694673,10057,0,,0,N-E/B,,,Milton&Garfield
10058,Milton St & Dunhaven St,32.7826460247,-117.195885316,10058,0,,1,N-E/B,,,Milton&Dunhaven
10060,Milton St & Penrose St,32.7822338576,-117.194794156,10060,0,,1,N-E/B,,,Milton&Penrose
10062,Linda Vista Rd & Colusa St,32.7689094615,-117.191137785,10062,0,,1,N-E/B,,,L Vsta&Colusa
10063,Milton St & August St,32.782261895,-117.191124287,10063,0,,1,F-E/B,,,Milton&August
10064,Taylor St & I-8 East (Ramp),32.7592532292,-117.190504415,10064,0,,2,N-E/B,,,Taylor&I-8 E(Ramp)
10069,Fort Stockton Dr & Witherby St,32.7544070208,-117.185154089,10069,0,,0,N-E/B,,,Frt Stcktn&Witherby
10072,Fort Stockton Dr & St James Pl,32.7525744266,-117.182887093,10072,0,,0,N-E/B,,,Frt Stcktn&St James
10073,Clairemont Mesa Bl & Longford St,32.8343212209,-117.182854914,10073,0,,1,N-E/B,,,Cmnt Mesa&Longford
10074,Miramar Rd & Miramar Mall,32.8768838025,-117.182990258,10074,0,,1,N-E/B,mirmal,,Miramar&Miramar Mall
10075,N Harbor Dr & Laurel St (Coast Guard),32.7277818124,-117.182286477,10075,0,,1,M-Street-E/B,,,N Harbor&Laurel (Coast Guard)
10076,Lewis St & Stephens St,32.7517106687,-117.178610582,10076,0,,0,N-E/B,lewste,,Lewis&Stephens
10077,Clairemont Mesa Bl & Limerick Av,32.8342773739,-117.179191882,10077,0,,1,N-E/B,,,Cmnt Mesa&Limerick
10080,Lewis St & Ingalls St,32.7517282975,-117.175166303,10080,0,,0,N-E/B,,,Lewis&Ingalls
10082,Osler St & Ulric St,32.7925707778,-117.173034421,10082,0,,1,N-E/B,,,Osler&Ulric
10084,Osler St & Genesee Av,32.7928932965,-117.171436793,10084,0,,1,N-E/B,,,Osler&Gnsee
10085,Miramar Rd & Milch Rd,32.8779366941,-117.168656585,10085,0,,1,N-E/B,,,Miramar&Milch
10086,Broadway & State St,32.7155689023,-117.166684701,10086,0,,1,N-E/B,amplza,,Brdwy&State
10088,Washington St & Albatross St,32.7497742115,-117.166312021,10088,0,,1,N-E/B,,,Wshngtn&Albatross
10090,Broadway & Front St,32.715598259,-117.164952102,10090,0,,0,N-E/B,brofro,,Brdwy&Front
10091,Clairemont Mesa Bl & Shawline St (Kaiser),32.8328180562,-117.162957285,10091,0,,1,N-W/B,clasha,,Cmnt Mesa&Shawline (Kaiser)
10092,University Av & 3rd Av,32.748196926,-117.1629261,10092,0,,1,N-E/B,,,Univ&3rd
10093,Genesee Av & Richland St,32.7911623591,-117.163215303,10093,0,,1,N-E/B,,,Gnsee&Richland
10094,Broadway & 3rd Av,32.7156138324,-117.162107439,10094,0,,0,N-E/B,3rdbro,,Brdwy&3rd
10095,Miramar Rd & Distribution Av,32.8789627308,-117.162608787,10095,0,,1,N-E/B,,,Miramar&Distribution
10097,Broadway & 5th Av,32.7156601905,-117.160296985,10097,0,,0,N-E/B,,,Brdwy&5th
10098,University Av & 5th Av,32.7482087574,-117.160581221,10098,0,,1,N-E/B,5thuni,,Univ&5th
10099,Broadway & 6th Av,32.7156635101,-117.159474458,10099,0,,0,N-E/B,bro6th,,Brdwy&6th
10100,Camino De La Reina & Camino Del Arroyo,32.7667466208,-117.158463134,10100,0,,1,N-E/B,,,Cmo De La Reina&Cmo Del Arroyo
10102,Broadway & 8th Av,32.7156659524,-117.157650544,10102,0,,0,N-E/B,,,Brdwy&8th
10104,Broadway & 10th Av,32.7156575177,-117.155807012,10104,0,,1,N-E/B,,,Brdwy&10th
10105,Market St & 10th Av,32.7114358818,-117.15579614,10105,0,,0,N-E/B,,,Mrkt&10th
10106,University Av & 10th Av,32.7483178869,-117.155463019,10106,0,,1,N-E/B,,,Univ&10th
10107,Miramar Rd & Carroll Rd,32.8817772837,-117.156250287,10107,0,,1,N-E/B,,,Miramar&Carroll
10108,Market St & 12th Av,32.7114683819,-117.153988878,10108,0,marpar,1,N-E/B,marpar,,Mrkt&12th
10109,Broadway & Park Bl,32.7157009158,-117.15401278,10109,0,citcol,1,N-E/B,citcol,,Brdwy&Park
10110,Vista Hill Av & Meadowlark Av,32.7948511779,-117.154587751,10110,0,,1,N-E/B,,,Vista Hill&Meadowlark
10111,University Av & Vermont St,32.7483475624,-117.153664729,10111,0,,1,N-E/B,,,Univ&Vermont
10113,Broadway & 14th St,32.7156889412,-117.152269999,10113,0,,1,N-E/B,,,Brdwy&14th
10114,University Av & Richmond St,32.7483618235,-117.151339386,10114,0,,1,N-E/B,,,Univ&Richmond
10115,Imperial Av & 16th St,32.7062143407,-117.149702354,10115,0,,1,N-E/B,imp16,,Imperial&16th
10116,Market St & 16th St,32.7114289927,-117.14960278,10116,0,,1,N-E/B,16mar,,Mrkt&16th
10117,Logan Av & Sigsbee St,32.7038153049,-117.147759905,10117,0,,1,N-E/B,,,Logan&Sigsbee
10118,Market St & 19th St,32.7114408019,-117.146849245,10118,0,,1,N-E/B,,,Mrkt&19th
10119,Broadway & 20th St,32.7157212724,-117.145949943,10119,0,,1,N-E/B,,,Brdwy&20th
10120,Market St & 21st St,32.7114649259,-117.145041895,10120,0,,0,N-E/B,,,Mrkt&21st
10121,Adams Av & Georgia St,32.762410867,-117.145107345,10121,0,,1,N-E/B,,,Adams&Georgia
10122,Logan Av & Cesar E Chavez Pkwy,32.7015413888,-117.144479542,10122,0,,1,N-E/B,logces,,Logan&Cesar E Chavez
10123,Imperial Av & 22nd St,32.7062167877,-117.144075112,10123,0,,1,N-E/B,,,Imperial&22nd
10124,Miramar Rd & Dowdy Dr,32.8880374193,-117.145450694,10124,0,,1,F-E/B,,,Miramar&Dowdy
10127,Imperial Av & 24th St,32.706225083,-117.142550536,10127,0,,1,N-E/B,,,Imperial&24th
10128,Clairemont Mesa Bl & 8303,32.8326608797,-117.146140748,10128,0,,1,M-Street-E/B,,,Cmnt Mesa&8303
10129,El Cajon Bl & Alabama St,32.7551397121,-117.142636245,10129,0,,1,N-E/B,,,El Cjn&Alabama
10130,University Av & Alabama St,32.7483721241,-117.142740061,10130,0,,1,M-Street-E/B,,,Univ&Alabama
10132,Miramar Rd & Cabot Dr,32.8895765602,-117.142795087,10132,0,,1,N-E/B,,,Miramar&Cabot
10133,Market St & 25th St,32.7115150423,-117.140396624,10133,0,,1,N-E/B,,,Mrkt&25th
10134,Broadway & 25th St,32.7157533354,-117.140764562,10134,0,,1,N-E/B,,,Brdwy&25th
10136,University Av & Louisiana St,32.7483740805,-117.140186923,10136,0,,1,N-E/B,,,Univ&Louisiana
10137,Imperial Av & 26th St,32.7063030663,-117.138221156,10137,0,,1,N-E/B,,,Imperial&26th
10138,C St & 26th St,32.7168046135,-117.138291219,10138,0,,1,N-E/B,,,C&26th
10139,El Cajon Bl & Arizona St,32.7551641973,-117.13771844,10139,0,,1,N-E/B,,,El Cjn&Arizona
10140,Adams Av & Arizona St,32.7628051835,-117.137701101,10140,0,,1,N-E/B,,,Adams&Arizona
10142,Mira Mesa Bl & Reagan Rd (E),32.9126688976,-117.13907043,10142,0,,1,N-E/B,,,Mra Msa&Reagan (E)
10143,Main St & 27th St,32.6927248981,-117.13600412,10143,0,,2,N-E/B,,,Main&27th
10145,Ocean View Bl & Sampson St,32.7021450862,-117.135474659,10145,0,,1,N-S/B,,,Ocn Vw&Sampson
10147,Imperial Av & Hensley St,32.7063203839,-117.13466487,10147,0,,1,N-E/B,,,Imperial&Hensley
10148,C St & 28th St,32.7168305073,-117.134305429,10148,0,,1,N-E/B,,,C&28th
10149,Mira Mesa Bl & Westonhill Dr,32.9127447881,-117.135773587,10149,0,,1,N-E/B,,,Mra Msa&Westonhill
10150,El Cajon Bl & Utah St,32.7551772139,-117.132839551,10150,0,,1,N-E/B,,,El Cjn&Utah
10151,University Av & Utah St,32.7483602343,-117.132933867,10151,0,,1,N-E/B,,,Univ&Utah
10154,National Av & 29th St,32.6958522802,-117.132229225,10154,0,,1,N-E/B,,,Natl&29th
10156,Balboa Av & Ponderosa Av,32.8221128729,-117.131906008,10156,0,,1,F-E/B,balpon,,Balboa&Ponderosa
10157,Aero Dr & Corporate Ct,32.8097436455,-117.132035981,10157,0,,1,N-E/B,,,Aero&Corporate
10158,Market St & 30th St,32.7115645898,-117.130432593,10158,0,,1,N-E/B,mark30,,Mrkt&30th
10159,Clairemont Mesa Bl & Overland Av,32.8312645142,-117.131261955,10159,0,,1,N-E/B,claove,,Cmnt Mesa&Overland
10160,Adams Av & 30th St,32.7628274298,-117.130375655,10160,0,,1,N-E/B,30ada,,Adams&30th
10161,University Av & 30th St,32.7483355024,-117.13024061,10161,0,,1,N-E/B,uni30t,,Univ&30th
10162,Upas St & 30th St,32.7410298829,-117.129481426,10162,0,,1,N-E/B,,,Upas&30th
10163,Ocean View Bl & 30th St,32.7011147251,-117.129668339,10163,0,,1,N-E/B,,,Ocn Vw&30th
10164,Imperial Av & 30th St,32.7063427074,-117.129622984,10164,0,,1,N-E/B,,,Imperial&30th
10165,Main St & 30th St,32.6927509328,-117.129295606,10165,0,,1,F-E/B,,,Main&30th
10166,C St & 30th St,32.7168089709,-117.130400446,10166,0,,1,M-Street-E/B,,,C&30th
10167,Beech St & Fern St,32.7212211715,-117.129511361,10167,0,,1,F-E/B,,,Beech&Fern
10168,Mira Mesa Bl & Marbury Av,32.9158947824,-117.129972379,10168,0,,1,N-E/B,,,Mra Msa&Marbury
10169,Adams Av & Boundary St,32.7628362119,-117.128371919,10169,0,,1,N-E/B,,,Adams&Boundary
10171,Market St & 31st St,32.711577012,-117.127532763,10171,0,,1,N-E/B,,,Mrkt&31st
10176,Balboa Av & Ruffin Rd,32.8221986161,-117.128746112,10176,0,,2,N-E/B,balruf,,Balboa&Ruffin
10177,Ocean View Bl & 32nd St,32.7011365977,-117.125436167,10177,0,,1,N-E/B,,,Ocn Vw&32nd
10178,Imperial Av & 32nd St,32.7063728003,-117.125393893,10178,0,,1,N-E/B,imp32,,Imperial&32nd
10179,Market St & 32nd St,32.7115949159,-117.12540024,10179,0,,1,N-E/B,,,Mrkt&32nd
10180,Clairemont Mesa Bl & Ruffin Rd,32.8312754944,-117.127016906,10180,0,,1,N-E/B,,,Cmnt Mesa&Ruffin
10182,Camino Del Rio N & Mission City Pkwy,32.7755159607,-117.127089629,10182,0,,1,N-E/B,mispky,,Cmo Del Rio N&Mission City
10184,Market St & 33rd St,32.7116820912,-117.122406868,10184,0,,0,N-E/B,,,Mrkt&33rd
10186,Ocean View Bl & 33rd St,32.701153134,-117.122715509,10186,0,,1,N-E/B,,,Ocn Vw&33rd
10187,Imperial Av & 33rd St,32.7066693874,-117.122714856,10187,0,,0,N-E/B,,,Imperial&33rd
10188,Adams Av & 33rd St,32.7632949286,-117.122989562,10188,0,,2,N-E/B,,,Adams&33rd
10189,El Cajon Bl & 33rd St,32.7551545686,-117.122499064,10189,0,,1,N-E/B,,,El Cjn&33rd
10190,El Cajon Bl & 35th St,32.7551539279,-117.117522464,10190,0,,0,F-E/B,,,El Cjn&35th
10191,Aero Dr & West Canyon Av,32.8083557333,-117.123130395,10191,0,,1,N-E/B,,,Aero&WCyn
10194,Camino Del Rio S & Scheidler Wy,32.7766710225,-117.120392474,10194,0,,1,N-E/B,,,Cmo Del Rio S&Scheidler
10195,National Av & 35th St,32.6959405386,-117.11902661,10195,0,,1,N-E/B,,,Natl&35th
10196,El Cajon Bl & 35th St,32.755130023,-117.118185774,10196,0,,1,N-E/B,,,El Cjn&35th
10197,National Av & 36th St,32.6959479022,-117.117199907,10197,0,,1,N-E/B,,,Natl&36th
10198,Adams Av & 35th St,32.7632517949,-117.117413537,10198,0,,1,N-E/B,,,Adams&35th
10201,El Cajon Bl & 36th St,32.7551298282,-117.115866616,10201,0,,1,N-E/B,,,El Cjn&36th
10203,Imperial Av & 37th St,32.7048041,-117.1147774,10203,0,,0,N-E/B,,,Imperial&37th
10204,El Cajon Bl & 37th St,32.755099921,-117.113859424,10204,0,,1,N-E/B,,,El Cjn&37th
10205,National Av & 38th St,32.6959776634,-117.112565,10205,0,,1,N-E/B,,,Natl&38th
10206,Ocean View Bl & 38th St,32.7012102711,-117.112642204,10206,0,,1,N-E/B,,,Ocn Vw&38th
10207,Imperial Av & 38th St,32.7048106764,-117.112661183,10207,0,,1,N-E/B,,,Imperial&38th
10208,University Av & 38th St,32.7496463238,-117.111974813,10208,0,,1,N-E/B,,,Univ&38th
10209,El Cajon Bl & 38th St,32.7550799294,-117.112001953,10209,0,,1,M-Street-E/B,,,El Cjn&38th
10210,Camino Del Rio S & 3661,32.777857707,-117.115406805,10210,0,,1,M-Street-E/B,,,Cmo Del Rio S&3661
10214,National Av & 40th St,32.6960130526,-117.1082812,10214,0,,1,N-E/B,,,Natl&40th
10215,Carmel Mountain Rd & Freeport Rd,32.9606859528,-117.111005831,10215,0,,1,M-Street-E/B,cmrfre,,Carmel Mtn&Freeport
10216,Imperial Av & 40th St,32.7047552939,-117.108782421,10216,0,,2,M-Street-E/B,,,Imperial&40th
10219,Home Av & Hixson Av,32.7243464466,-117.105247061,10219,0,,1,N-E/B,,,Home&Hixson
10220,National Av & 41st St,32.6960249465,-117.106174998,10220,0,,1,N-E/B,,,Natl&41st
10221,Market St & Morrison St,32.7113895699,-117.105706536,10221,0,,1,N-E/B,,,Mrkt&Morrison
10223,Ocean View Bl & San Miguel Av,32.700482972,-117.104596218,10223,0,,1,N-E/B,,,Ocn Vw&San Miguel
10224,Adams Av & Biona Dr,32.7631727567,-117.104316306,10224,0,,1,N-E/B,,,Adams&Biona
10225,Market St & Denby St,32.7113978306,-117.102926963,10225,0,,1,N-E/B,,,Mrkt&Denby
10227,National Av & San Pasqual St,32.6964148244,-117.103061551,10227,0,,1,F-W/B,,,Natl&San Pasqual
10228,8th St & F Av,32.6775619782,-117.100406062,10228,0,,1,F-E/B,,,8th&F
10229,Carmel Mountain Rd & Stoney Creek Rd,32.9633708473,-117.103128978,10229,0,,1,M-Street-N/B,cmrsck,,Carmel Mtn&Stoney Creek
10230,Home Av & Fairmount Av,32.7283339963,-117.100154606,10230,0,,1,N-E/B,,,Home&Fairmnt
10231,Ocean View Bl & Elizabeth St,32.7004536169,-117.09929737,10231,0,,1,N-E/B,,,Ocn Vw&Elizabeth
10232,Imperial Av & 45th St,32.7040620781,-117.098145599,10232,0,,0,N-E/B,,,Imperial&45th
10235,Logan Av & 47th St,32.6967080152,-117.093202331,10235,0,,1,F-E/B,47log,,Logan&47th
10236,Ocean View Bl & 47th St,32.7004049072,-117.093982089,10236,0,,1,N-E/B,,,Ocn Vw&47th
10237,Zion Av & Crawford St (Kaiser),32.7928955829,-117.094256725,10237,0,,1,N-E/B,kaihos,,Zion&Crawford (Kaiser)
10238,University Av & 47th St,32.7494742744,-117.093521919,10238,0,,1,N-E/B,,,Univ&47th
10241,Zion Av & Seaman St,32.7929125563,-117.092174288,10241,0,,1,N-E/B,,,Zion&Seaman
10242,University Av & Estrella Av,32.7494529583,-117.090200956,10242,0,,1,N-E/B,,,Univ&Estrella
10243,El Cajon Bl & Estrella Av,32.7562302766,-117.090272095,10243,0,,1,N-E/B,elc48,,El Cjn&Estrella
10247,El Cajon Bl & 50th St,32.756690006,-117.086929427,10247,0,,1,N-E/B,,,El Cjn&50th
10248,Zion Av & Winona Av,32.7928379932,-117.085349813,10248,0,,1,M-Street-E/B,,,Zion&Winona
10250,El Cajon Bl & 54th St,32.7578756754,-117.07862662,10250,0,,0,F-E/B,,,El Cjn&54th
10252,University Av & 52nd St,32.7489936106,-117.083769756,10252,0,,1,N-E/B,,,Univ&52nd
10253,Zion Av & 51st St,32.7928355582,-117.083677204,10253,0,,1,N-E/B,,,Zion&51st
10254,E St & 3rd Av,32.6445148195,-117.081771934,10254,0,,1,N-E/B,e3rd,,E&3rd
10255,Olvera Av & Gwen St,32.6978454465,-117.081530725,10255,0,,1,N-E/B,,,Olvera&Gwen
10256,Zion Av & Waring Rd,32.7928004419,-117.081548719,10256,0,,1,M-Street-E/B,,,Zion&Waring
10257,El Cajon Bl & 54th St,32.757676102,-117.079694901,10257,0,,1,N-E/B,elc54,,El Cjn&54th
10258,Montezuma Rd & 54th St,32.7710529866,-117.079703782,10258,0,,2,N-E/B,,,Mntzma&54th
10259,Olvera Av & San Onofre Ter,32.6988056365,-117.077710591,10259,0,,1,N-E/B,,,Olvera&San Onofre
10260,El Cajon Bl & Dayton St,32.7581484178,-117.076892204,10260,0,,1,F-E/B,elc54,,El Cjn&Dayton
10261,Grape St & 55th St,32.7276064416,-117.076992586,10261,0,,0,M-Street-E/B,,,Grape&55th
10263,Olvera Av & Las Flores Ter,32.6993548596,-117.074910475,10263,0,,1,N-E/B,,,Olvera&Las Flores
10264,Roswell St & Kelton Rd,32.7158181462,-117.07535066,10264,0,,0,N-E/B,,,Roswell&Kelton
10266,Streamview Dr & Lynn St,32.7432155388,-117.071587539,10266,0,,2,N-E/B,,,Strmvw&Lynn
10267,Market St & Merlin Dr,32.7099997176,-117.071625805,10267,0,,0,N-E/B,,,Mrkt&Merlin
10268,Skyline Dr & Radio Dr,32.7014196919,-117.071097244,10268,0,,1,N-E/B,,,Skyline&Radio
10271,Rancho Bernardo Rd & Acena Dr,33.0226672718,-117.070534341,10271,0,,1,N-E/B,,,Rcho Bdo&Acena
10272,Del Sol Bl & Ocean Bluffs,32.573762036,-117.063038204,10272,0,,1,M-Street-E/B,,,Del Sol&Ocean Bluffs
10273,Imperial Av & 62nd St,32.7096728687,-117.064132492,10273,0,,1,M-Street-E/B,imp62,,Imperial&62nd
10274,Montezuma Rd & 63rd St,32.7704106567,-117.064729637,10274,0,,1,N-E/B,,,Mntzma&63rd
10276,Imperial Av & 63rd St,32.7098783978,-117.06255766,10276,0,,1,N-E/B,,,Imperial&63rd
10277,Rancho Bernardo Rd & Bernardo Oaks Dr,33.0192899555,-117.065459055,10277,0,,1,N-E/B,,,Rcho Bdo&Bdo Oaks
10278,Streamview Dr & Hasty Dr,32.7439900155,-117.061294887,10278,0,,1,N-E/B,,,Strmvw&Hasty
10279,Rancho Bernardo Rd & Meandro Dr,33.0185437204,-117.063165175,10279,0,,1,N-E/B,,,Rcho Bdo&Meandro
10280,Skyline Dr & Detroit Pl,32.7012296591,-117.059097245,10280,0,,1,N-E/B,,,Skyline&Detroit
10284,Montezuma Rd & Reservoir Dr,32.7690711943,-117.057345556,10284,0,,1,M-Street-E/B,,,Mntzma&Reservoir
10286,Imperial Av & Woodman St,32.7107181127,-117.055637477,10286,0,,1,M-Street-E/B,,,Imperial&Woodman
10287,Skyline Dr & Woodman St,32.7011714668,-117.05539095,10287,0,,1,N-E/B,,,Skyline&Woodman
10288,University Av & Aragon Dr,32.7552305971,-117.05385222,10288,0,,1,F-E/B,,,Univ&Aragon
10290,El Cajon Bl & Montezuma Rd,32.7681389238,-117.054480756,10290,0,,1,M-Street-E/B,,,El Cjn&Mntzma
10291,Imperial Av & 68th St,32.7112546582,-117.051328253,10291,0,,1,N-E/B,,,Imperial&68th
10292,Imperial Av & 69th St,32.7118022288,-117.049538647,10292,0,,1,N-E/B,,,Imperial&69th
10293,Skyline Dr & 69th St,32.7025175344,-117.049584466,10293,0,,1,N-E/B,,,Skyline&69th
10294,University Av & 69th St,32.7550684357,-117.049622289,10294,0,,1,N-E/B,uni69t,,Univ&69th
10296,Skyline Dr & Buccaneer Dr,32.7027508998,-117.0449478,10296,0,,1,N-E/B,,,Skyline&Buccaneer
10299,Skyline Dr & Sychar Rd,32.7031650474,-117.04294908,10299,0,,1,N-E/B,,,Skyline&Sychar
10303,El Cajon Bl & 73rd St,32.7687290746,-117.040565881,10303,0,,1,N-E/B,elc73,,El Cjn&73rd
10306,El Cajon Bl & Jessie Av,32.7686328912,-117.037985268,10306,0,,1,N-E/B,,,El Cjn&Jessie
10307,Skyline Dr & Siena St,32.7028796075,-117.037309753,10307,0,,1,N-E/B,,,Skyline&Siena
10308,University Av & Lowell St,32.7574004864,-117.037448937,10308,0,,1,N-E/B,,,Univ&Lowell
10309,Broadway & New Jersey Av,32.7425139184,-117.03670449,10309,0,,1,N-E/B,,,Brdwy&New Jersey
10310,El Cajon Bl & Parks Av,32.7681991335,-117.033589654,10310,0,,1,F-E/B,,,El Cjn&Parks
10311,Jackson Dr & Lake Shore Dr,32.7978587835,-117.035210591,10311,0,,1,N-E/B,,,Jackson&Lake Shore
10312,Jamacha Rd & Glencoe Dr,32.715366712,-117.032011318,10312,0,,1,M-Street-E/B,,,Jamacha&Glencoe
10313,Main St & Broadway (Lemon Grove Depot),32.742495728,-117.030915436,10313,0,,2,N-N/B,brotro,lemtro,Main&Brdwy (Lmn Grv Depot)
10314,University Av & Maple Av,32.7619582364,-117.030408102,10314,0,,1,N-E/B,,,Univ&Maple
10315,Jackson Dr & Cowles Mountain Bl,32.7953050052,-117.028334609,10315,0,,1,N-E/B,,,Jackson&Cowles Mtn
10317,University Av & La Mesa Bl,32.7641454363,-117.02701835,10317,0,,1,M-Street-E/B,,,Univ&La Mesa
10318,Paradise Valley Rd & Meadowbrook Dr,32.6976770583,-117.025109551,10318,0,,1,M-Street-E/B,,,Pdse Vly&Mdwbrk
10319,Jamacha Rd & Cardiff St,32.7175450175,-117.026116594,10319,0,,1,N-E/B,carjam,,Jamacha&Cardiff
10320,University Av & Allison Av,32.7657766841,-117.025048382,10320,0,,1,N-E/B,,,Univ&Allison
10321,San Vicente St & Cardiff St,32.7121569696,-117.024967041,10321,0,,2,M-Street-E/B,,,San Vicente&Cardiff
10322,Jackson Dr & Lake Badin Av,32.7940448928,-117.024171255,10322,0,,2,N-E/B,,,Jackson&Lake Badin
10324,Allison Av & Spring St,32.7659637206,-117.021517215,10324,0,,1,N-E/B,lamtre,,Allison&Spring
10325,Jackson Dr & Boulder Lake Av,32.7935468775,-117.020743597,10325,0,,2,N-E/B,,,Jackson&Boulder Lake
10326,Allison Av & Palm Av,32.7659153018,-117.019587733,10326,0,,1,N-E/B,allpal,,Allison&Palm
10327,Allison Av & Pine St,32.766003865,-117.017724509,10327,0,,1,N-E/B,allpin,,Allison&Pine
10328,La Mesa Bl & University Av,32.7678046514,-117.015427237,10328,0,,1,N-N/B,,,La Mesa&Univ
10330,Sweetwater Rd & Jamacha Rd,32.7142282223,-117.012799979,10330,0,,1,F-S/B,,,Swtwter&Jamacha
10331,La Mesa Bl & Glen St,32.7693436784,-117.011003282,10331,0,,1,N-E/B,,,La Mesa&Glen
10332,Orville St & Brucker Dr,32.7091681544,-117.009254917,10332,0,,1,M-Street-E/B,orvbru,,Orville&Brucker
10333,La Mesa Bl & Jackson Dr,32.7704254546,-117.008507654,10333,0,,1,N-E/B,,,La Mesa&Jackson
10334,Navajo Rd & Jaffe Ct,32.8027960994,-117.008672591,10334,0,,1,N-E/B,nav125,,Navajo&Jaffe
10335,Orville St & Gillespie Dr,32.7091651476,-117.00750913,10335,0,,1,N-E/B,,,Orville&Gillespie
10336,La Mesa Bl & Garfield St,32.7723040594,-117.006041578,10336,0,,1,N-E/B,,,La Mesa&Garfield
10346,Pearl St & La Jolla Bl,32.8391515632,-117.277923662,10346,0,,1,F-E/B,,,Pearl&LJ
10347,Silverado St & Herschel Av,32.8451836533,-117.273406344,10347,0,,1,N-N/B,silher,,Silverado&Herschel
10349,Torrey Pines Rd & Prospect St,32.847411137,-117.266942785,10349,0,,1,F-N/B,,,Try Pines&Prospect
10351,Turquoise St & La Jolla Bl,32.8080927675,-117.261310484,10351,0,,1,F-E/B,,,Turquoise&LJ
10357,Grand Av & Bayard St,32.7950304789,-117.25269959,10357,0,,1,F-E/B,,,Grand&Bayard
