stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place,reference_place,stop_name_short,stop_url
10001,Cabrillo National Monument,32.67445793,-117.2404257,10001,0,,1,M-Special_Loc,cabmon,,Cabrillo Natl Monument,
10003,Pearl St & Draper Av,32.83957829,-117.2761868,10003,0,,1,N-E/B,,,Pearl&Draper,
10004,Pearl St & Fay Av,32.84012848,-117.2738099,10004,0,,1,N-E/B,,,Pearl&Fay,
10006,Torrey Pines Rd & Exchange Pl,32.8458467,-117.2686732,10006,0,,1,N-N/B,,,Try Pines&Exchange,
10007,Torrey Pines Rd & Princess St,32.8488256,-117.2625854,10007,0,,0,N-E/B,,,Try Pines&Princess,
10011,Garnet Av & Everts St,32.79810093,-117.2482501,10011,0,,1,N-E/B,,,Garnet&Everts,
10012,Grand Av & Fanuel St,32.79652904,-117.2458339,10012,0,,1,N-E/B,,,Grand&Fanuel,
10013,Garnet Av & Haines St,32.79929398,-117.2427736,10013,0,,1,N-E/B,,,Garnet&Haines,
10015,Garnet Av & Ingraham St,32.79965017,-117.2412025,10015,0,,1,N-E/B,inggar,,Garnet&Ingraham,
10016,Garnet Av & Jewell St,32.80012359,-117.2390632,10016,0,,1,N-E/B,,,Garnet&Jewell,
10020,Voltaire St & Mendocino St,32.74506671,-117.235749,10020,0,,1,N-E/B,,,Voltaire&Mendocino,
10023,Garnet Av & Lamont St,32.80087716,-117.2355667,10023,0,,1,N-E/B,garlam,,Garnet&Lamont,
10024,Voltaire St & San Clemente St,32.74286905,-117.2335356,10024,0,,1,N-E/B,,,Voltaire&San Clemente,
10025,Garnet Av & Noyes St,32.8017129,-117.2317488,10025,0,,1,N-E/B,,,Garnet&Noyes,
10026,Chatsworth Bl & Tennyson St,32.73814733,-117.229704,10026,0,,1,N-N/B,,,Chatsworth&Tennyson,
10027,Voltaire St & Poinsettia Dr,32.74025595,-117.2292949,10027,0,,1,N-E/B,volpoi,,Voltaire&Poinsettia,
10029,West Point Loma Bl & Adrian St,32.75266115,-117.2267331,10029,0,,1,N-E/B,,,WPt Loma&Adrian,
10031,Nimitz Bl & Rosecrans St,32.72894288,-117.2265353,10031,0,,0,M-Street-S/B,nimros,,Nimitz&Rosecrans,
10032,Grand Av & Culver St,32.80091313,-117.2258494,10032,0,,1,N-E/B,,,Grand&Culver,
10033,West Point Loma Bl & Loma Riviera Dr,32.75340225,-117.2240774,10033,0,,1,M-Street-E/B,,,WPt Loma&Loma Riviera,
10034,Nobel Dr & Lebon Dr,32.86829317,-117.2251832,10034,0,,1,N-E/B,nobleb,,Nobel&Lebon,
10036,Garnet Av & Bond St,32.805504,-117.2212138,10036,0,,1,N-E/B,,,Garnet&Bond,
10038,Sports Arena Bl & Midway Dr,32.75567407,-117.2210938,10038,0,,1,M-Street-S/B,,,Sports Arena&Midway,
10040,Midway Dr & Duke St,32.75392997,-117.2181407,10040,0,,1,N-S/B,,,Midway&Duke,
10043,Midway Dr & Kemper St,32.75243625,-117.2158474,10043,0,,1,N-S/B,,,Midway&Kemper,
10044,Grand Av & Mission Bay Dr,32.8022735,-117.2178391,10044,0,,1,N-E/B,,,Grand&Mission Bay,
10045,Balboa Av & Moraga Av,32.80774389,-117.2106967,10045,0,,2,M-Street-E/B,,,Balboa&Moraga,
10048,Morena Bl & Frankfort St,32.77468641,-117.206214,10048,0,,1,N-S/B,,,Morena&Frankfort,
10049,Governor Dr & Radcliffe Dr,32.85434508,-117.2061059,10049,0,,1,N-E/B,,,Governor&Radcliffe,
10050,Morena Bl & Knoxville St,32.77332666,-117.2039837,10050,0,,1,N-S/B,,,Morena&Knoxville,
10051,Clairemont Dr & Merrimac Av,32.83307178,-117.2028667,10051,0,,1,M-Street-E/B,,,Clairemont&Merrimac,
10062,Linda Vista Rd & Colusa St,32.76890946,-117.1911378,10062,0,,1,N-E/B,,,L Vsta&Colusa,
10064,Taylor St & I-8 East (Ramp),32.75925323,-117.1905044,10064,0,,2,N-E/B,,,Taylor&I-8 E(Ramp),
10073,Clairemont Mesa Bl & Longford St,32.83432122,-117.1828549,10073,0,,1,N-E/B,,,Cmnt Mesa&Longford,
10074,Miramar Rd & Miramar Mall,32.8768838,-117.1829903,10074,0,,1,N-E/B,mirmal,,Miramar&Miramar Mall,
10075,N Harbor Dr & Laurel St (Coast Guard),32.72778181,-117.1822865,10075,0,,1,M-Street-E/B,,,N Harbor&Laurel (Coast Guard),
10076,Lewis St & Stephens St,32.75171067,-117.1786106,10076,0,,0,N-E/B,lewste,,Lewis&Stephens,
10077,Clairemont Mesa Bl & Limerick Av,32.83427737,-117.1791919,10077,0,,1,N-E/B,,,Cmnt Mesa&Limerick,
10080,Lewis St & Ingalls St,32.7517283,-117.1751663,10080,0,,0,N-E/B,,,Lewis&Ingalls,
10085,Miramar Rd & Milch Rd,32.87793669,-117.1686566,10085,0,,1,N-E/B,,,Miramar&Milch,
10086,Broadway & State St,32.7155689,-117.1666847,10086,0,,1,N-E/B,amplza,,Brdwy&State,
10088,Washington St & Albatross St,32.74977421,-117.166312,10088,0,,1,N-E/B,,,Wshngtn&Albatross,
10090,Broadway & Front St,32.71559826,-117.1649521,10090,0,,0,N-E/B,brofro,,Brdwy&Front,
10091,Clairemont Mesa Bl & Shawline St (Kaiser),32.83281806,-117.1629573,10091,0,,1,N-W/B,clasha,,Cmnt Mesa&Shawline (Kaiser),
10092,University Av & 3rd Av,32.74819693,-117.1629261,10092,0,,1,N-E/B,,,Univ&3rd,
10093,Genesee Av & Richland St,32.79116236,-117.1632153,10093,0,,1,N-E/B,,,Gnsee&Richland,
10094,Broadway & 3rd Av,32.71561383,-117.1621074,10094,0,,0,N-E/B,3rdbro,,Brdwy&3rd,
10095,Miramar Rd & Distribution Av,32.87896273,-117.1626088,10095,0,,1,N-E/B,,,Miramar&Distribution,
10097,Broadway & 5th Av,32.71566019,-117.160297,10097,0,,0,N-E/B,5thbro,,Brdwy&5th,
10098,University Av & 5th Av,32.74820876,-117.1605812,10098,0,,1,N-E/B,5thuni,,Univ&5th,
10099,Broadway & 6th Av,32.71566351,-117.1594745,10099,0,,0,N-E/B,bro6th,,Brdwy&6th,
10100,Camino De La Reina & Camino Del Arroyo,32.76674662,-117.1584631,10100,0,,1,N-E/B,,,Cmo De La Reina&Cmo Del Arroyo,
10105,Market St & 10th Av,32.71143588,-117.1557961,10105,0,,0,N-E/B,,,Mrkt&10th,
10106,University Av & 10th Av,32.74831789,-117.155463,10106,0,,1,N-E/B,,,Univ&10th,
10107,Miramar Rd & Carroll Rd,32.88177728,-117.1562503,10107,0,,1,N-E/B,,,Miramar&Carroll,
10108,Market St & Park Bl,32.71146838,-117.1539889,10108,0,marpar,1,N-E/B,marpar,,Mrkt&Park,
10109,Broadway & Park Bl,32.71570092,-117.1540128,10109,0,citcol,1,N-E/B,citcol,,Brdwy&Park,
10110,Vista Hill Av & Meadowlark Dr,32.79485118,-117.1545878,10110,0,,1,N-E/B,,,Vista Hill&Meadowlark,
10111,University Av & Vermont St,32.74834756,-117.1536647,10111,0,,1,N-E/B,,,Univ&Vermont,
10114,University Av & Richmond St,32.74836182,-117.1513394,10114,0,,1,N-E/B,,,Univ&Richmond,
10115,Imperial Av & 16th St,32.70621434,-117.1497024,10115,0,,1,N-E/B,imp16,,Imperial&16th,
10116,Market St & 16th St,32.71142899,-117.1496028,10116,0,,1,N-E/B,16-Mar,,Mrkt&16th,
10117,Logan Av & Sigsbee St,32.7038153,-117.1477599,10117,0,,1,N-E/B,,,Logan&Sigsbee,
10118,Market St & 19th St,32.7114408,-117.1468492,10118,0,,1,N-E/B,,,Mrkt&19th,
10119,Broadway & 20th St,32.71572127,-117.1459499,10119,0,,1,N-E/B,,,Brdwy&20th,
10122,Logan Av & Cesar E Chavez Pkwy,32.70154139,-117.1444795,10122,0,,1,N-E/B,logces,,Logan&Cesar E Chavez,
10123,Imperial Av & 22nd St,32.70621679,-117.1440751,10123,0,,1,N-E/B,,,Imperial&22nd,
10124,Miramar Rd & Dowdy Dr,32.88803742,-117.1454507,10124,0,,1,F-E/B,,,Miramar&Dowdy,
10127,Imperial Av & 24th St,32.70622508,-117.1425505,10127,0,,1,N-E/B,,,Imperial&24th,
10128,Clairemont Mesa Bl & 8303,32.83266088,-117.1461407,10128,0,,1,M-Street-E/B,,,Cmnt Mesa&8303,
10129,El Cajon Bl & Alabama St,32.75513971,-117.1426362,10129,0,,1,N-E/B,,,El Cjn&Alabama,
10130,University Av & Alabama St,32.74837212,-117.1427401,10130,0,,1,M-Street-E/B,,,Univ&Alabama,
10132,Miramar Rd & Cabot Dr,32.88957656,-117.1427951,10132,0,,1,N-E/B,,,Miramar&Cabot,
10133,Market St & 25th St,32.71151504,-117.1403966,10133,0,,1,N-E/B,,,Mrkt&25th,
10134,Broadway & 25th St,32.71575334,-117.1407646,10134,0,,1,N-E/B,,,Brdwy&25th,
10136,University Av & Louisiana St,32.74837408,-117.1401869,10136,0,,1,N-E/B,,,Univ&Louisiana,
10137,Imperial Av & 26th St,32.70630307,-117.1382212,10137,0,,1,N-E/B,,,Imperial&26th,
10138,C St & 26th St,32.71680461,-117.1382912,10138,0,,1,N-E/B,,,C&26th,
10139,El Cajon Bl & Arizona St,32.7551642,-117.1377184,10139,0,,1,N-E/B,,,El Cjn&Arizona,
10140,Adams Av & Arizona St,32.76280518,-117.1377011,10140,0,,1,N-E/B,,,Adams&Arizona,
10142,Mira Mesa Bl & Reagan Rd (E),32.9126689,-117.1390704,10142,0,,1,N-E/B,,,Mra Msa&Reagan (E),
10143,Main St & 27th St,32.6927249,-117.1360041,10143,0,,2,N-E/B,,,Main&27th,
10145,Ocean View Bl & Sampson St,32.70214509,-117.1354747,10145,0,,1,N-S/B,,,Ocn Vw&Sampson,
10147,Imperial Av & Hensley St,32.70632038,-117.1346649,10147,0,,1,N-E/B,,,Imperial&Hensley,
10148,C St & 28th St,32.71683051,-117.1343054,10148,0,,1,N-E/B,,,C&28th,
10149,Mira Mesa Bl & Westonhill Dr,32.91274479,-117.1357736,10149,0,,1,N-E/B,,,Mra Msa&Westonhill,
10150,El Cajon Bl & Utah St,32.75517721,-117.1328396,10150,0,,1,N-E/B,,,El Cjn&Utah,
10151,University Av & Utah St,32.74836023,-117.1329339,10151,0,,1,N-E/B,,,Univ&Utah,
10154,National Av & 29th St,32.69585228,-117.1322292,10154,0,,1,N-E/B,,,Natl&29th,
10156,Balboa Av & Ponderosa Av,32.82211287,-117.131906,10156,0,,1,F-E/B,balpon,,Balboa&Ponderosa,
10157,Aero Dr & Corporate Ct,32.80974365,-117.132036,10157,0,,1,N-E/B,,,Aero&Corporate,
10158,Market St & 30th St,32.71156459,-117.1304326,10158,0,,1,N-E/B,mark30,,Mrkt&30th,
10159,Clairemont Mesa Bl & Overland Av,32.83126451,-117.131262,10159,0,,1,N-E/B,claove,,Cmnt Mesa&Overland,
10160,Adams Av & 30th St,32.76282743,-117.1303757,10160,0,,1,N-E/B,30ada,,Adams&30th,
10161,University Av & 30th St,32.7483355,-117.1302406,10161,0,,1,N-E/B,uni30t,,Univ&30th,
10162,Upas St & 30th St,32.74102988,-117.1294814,10162,0,,1,N-E/B,,,Upas&30th,
10163,Ocean View Bl & 30th St,32.70111472,-117.1296683,10163,0,,1,N-E/B,,,Ocn Vw&30th,
10164,Imperial Av & 30th St,32.70634271,-117.129623,10164,0,,1,N-E/B,,,Imperial&30th,
10165,Main St & 30th St,32.69275093,-117.1292956,10165,0,,1,F-E/B,,,Main&30th,
10166,C St & 30th St,32.71680897,-117.1304004,10166,0,,1,M-Street-E/B,c_30st,,C&30th,
10167,Beech St & Fern St,32.72122117,-117.1295114,10167,0,,1,F-E/B,,,Beech&Fern,
10168,Mira Mesa Bl & Marbury Av,32.91589478,-117.1299724,10168,0,,1,N-E/B,,,Mra Msa&Marbury,
10169,Adams Av & Boundary St,32.76283621,-117.1283719,10169,0,,1,N-E/B,,,Adams&Boundary,
10171,Market St & 31st St,32.71157701,-117.1275328,10171,0,,1,N-E/B,,,Mrkt&31st,
10176,Balboa Av & Ruffin Rd,32.82219862,-117.1287461,10176,0,,2,N-E/B,balruf,,Balboa&Ruffin,
10177,Ocean View Bl & 32nd St,32.7011366,-117.1254362,10177,0,,1,N-E/B,,,Ocn Vw&32nd,
10178,Imperial Av & 32nd St,32.7063728,-117.1253939,10178,0,,1,N-E/B,imp32,,Imperial&32nd,
10179,Market St & 32nd St,32.71159492,-117.1254002,10179,0,,1,N-E/B,,,Mrkt&32nd,
10180,Clairemont Mesa Bl & Ruffin Rd,32.83127549,-117.1270169,10180,0,,1,N-E/B,,,Cmnt Mesa&Ruffin,
10182,Camino Del Rio N & Mission City Pkwy,32.77551596,-117.1270896,10182,0,,1,N-E/B,mispky,,Cmo Del Rio N&Mission City,
10183,Clairemont Mesa Bl & Ruffin Rd,32.83132755,-117.1262654,10183,0,,0,F-E/B,,,Cmnt Mesa&Ruffin,
10184,Market St & 33rd St,32.71168209,-117.1224069,10184,0,,0,N-E/B,,,Mrkt&33rd,
10186,Ocean View Bl & 33rd St,32.70115313,-117.1227155,10186,0,,1,N-E/B,,,Ocn Vw&33rd,
10187,Imperial Av & 33rd St,32.70666939,-117.1227149,10187,0,,0,N-E/B,,,Imperial&33rd,
10188,Adams Av & 33rd St,32.76329493,-117.1229896,10188,0,,2,N-E/B,,,Adams&33rd,
10189,El Cajon Bl & 33rd St,32.75515457,-117.1224991,10189,0,,1,N-E/B,,,El Cjn&33rd,
10190,El Cajon Bl & 35th St,32.75515393,-117.1175225,10190,0,,0,F-E/B,,,El Cjn&35th,
10191,Aero Dr & West Canyon Av,32.80835573,-117.1231304,10191,0,,1,N-E/B,,,Aero&WCyn,
10194,Camino Del Rio S & Scheidler Wy,32.77667102,-117.1203925,10194,0,,1,N-E/B,,,Cmo Del Rio S&Scheidler,
10195,National Av & 35th St,32.69594054,-117.1190266,10195,0,,1,N-E/B,,,Natl&35th,
10196,El Cajon Bl & 35th St,32.75513002,-117.1181858,10196,0,,1,N-E/B,,,El Cjn&35th,
10197,National Av & 36th St,32.6959479,-117.1171999,10197,0,,1,N-E/B,,,Natl&36th,
10198,Adams Av & 35th St,32.76325179,-117.1174135,10198,0,,1,N-E/B,,,Adams&35th,
10201,El Cajon Bl & 36th St,32.75511258,-117.1155825,10201,0,,1,F-E/B,,,El Cjn&36th,
10203,Imperial Av & 37th St,32.7048041,-117.1147774,10203,0,,0,N-E/B,,,Imperial&37th,
10204,El Cajon Bl & 37th St,32.75509992,-117.1138594,10204,0,,1,N-E/B,,,El Cjn&37th,
10205,National Av & 38th St,32.69597766,-117.112565,10205,0,,1,N-E/B,,,Natl&38th,
10206,Ocean View Bl & 38th St,32.70121027,-117.1126422,10206,0,,1,N-E/B,,,Ocn Vw&38th,
10207,Imperial Av & 38th St,32.70481068,-117.1126612,10207,0,,1,N-E/B,,,Imperial&38th,
10208,University Av & 38th St,32.74964632,-117.1119748,10208,0,,1,N-E/B,,,Univ&38th,
10210,Camino Del Rio S & 3661,32.77785771,-117.1154068,10210,0,,1,M-Street-E/B,,,Cmo Del Rio S&3661,
10214,National Av & 40th St,32.69601305,-117.1082812,10214,0,,1,N-E/B,,,Natl&40th,
10215,Carmel Mountain Rd & Freeport Rd,32.96068595,-117.1110058,10215,0,,1,M-Street-E/B,cmrfre,,Carmel Mtn&Freeport,
10216,Imperial Av & 40th St,32.70475529,-117.1087824,10216,0,,2,M-Street-E/B,,,Imperial&40th,
10219,Home Av & Hixson Av,32.72434645,-117.1052471,10219,0,,1,N-E/B,,,Home&Hixson,
10220,National Av & 41st St,32.69602495,-117.106175,10220,0,,1,N-E/B,,,Natl&41st,
10221,Market St & Morrison St,32.71138957,-117.1057065,10221,0,,1,N-E/B,,,Mrkt&Morrison,
10223,Ocean View Bl & San Miguel Av,32.70048297,-117.1045962,10223,0,,1,N-E/B,,,Ocn Vw&San Miguel,
10224,Adams Av & Biona Dr,32.76317276,-117.1043163,10224,0,,1,N-E/B,,,Adams&Biona,
10225,Market St & Denby St,32.71139783,-117.102927,10225,0,,1,N-E/B,,,Mrkt&Denby,
10227,National Av & San Pasqual St,32.69641482,-117.1030616,10227,0,,1,F-W/B,,,Natl&San Pasqual,
10228,8th St & F Av,32.67756198,-117.1004061,10228,0,,1,F-E/B,,,8th&F,
10229,Carmel Mountain Rd & Stoney Creek Rd,32.96337085,-117.103129,10229,0,,1,M-Street-N/B,cmrsck,,Carmel Mtn&Stoney Creek,
10230,Home Av & Fairmount Av,32.728334,-117.1001546,10230,0,,1,N-E/B,,,Home&Fairmnt,
10231,Ocean View Bl & Elizabeth St,32.70045362,-117.0992974,10231,0,,1,N-E/B,,,Ocn Vw&Elizabeth,
10232,Imperial Av & 45th St,32.70406208,-117.0981456,10232,0,,0,N-E/B,,,Imperial&45th,
10235,Logan Av & 47th St,32.69670801,-117.0932023,10235,0,,1,F-E/B,47log,,Logan&47th,
10236,Ocean View Bl & 47th St,32.70040491,-117.0939821,10236,0,,1,N-E/B,,,Ocn Vw&47th,
10237,Zion Av & Crawford St (Kaiser),32.79289558,-117.0942567,10237,0,,1,N-E/B,kaihos,,Zion&Crawford (Kaiser),
10238,University Av & 47th St,32.74947427,-117.0935219,10238,0,,1,N-E/B,,,Univ&47th,
10242,University Av & Estrella Av,32.74945296,-117.090201,10242,0,,1,N-E/B,,,Univ&Estrella,
10247,El Cajon Bl & 50th St,32.75669001,-117.0869294,10247,0,,1,N-E/B,,,El Cjn&50th,
10250,El Cajon Bl & 54th St,32.75787567,-117.0786266,10250,0,,0,F-E/B,,,El Cjn&54th,
10252,University Av & 52nd St,32.74899361,-117.0837698,10252,0,,1,N-E/B,,,Univ&52nd,
10253,Zion Av & 51st St,32.79283556,-117.0836772,10253,0,,1,N-E/B,,,Zion&51st,
10254,E St & 3rd Av,32.64451482,-117.0817719,10254,0,,1,N-E/B,e3rd,,E&3rd,
10255,Olvera Av & Gwen St,32.69784545,-117.0815307,10255,0,,1,N-E/B,,,Olvera&Gwen,
10256,Zion Av & Waring Rd,32.79280044,-117.0815487,10256,0,,1,M-Street-E/B,,,Zion&Waring,
10257,El Cajon Bl & 54th St,32.7576761,-117.0796949,10257,0,,1,N-E/B,elc54,,El Cjn&54th,
10258,Montezuma Rd & 54th St,32.77105299,-117.0797038,10258,0,,2,N-E/B,,,Mntzma&54th,
10259,Olvera Av & San Onofre Ter,32.69880564,-117.0777106,10259,0,,1,N-E/B,,,Olvera&San Onofre,
10260,El Cajon Bl & Dayton St,32.75814842,-117.0768922,10260,0,,1,F-E/B,elc54,,El Cjn&Dayton,
10261,Grape St & 55th St,32.72760644,-117.0769926,10261,0,,0,M-Street-E/B,,,Grape&55th,
10262,College Av & El Cajon Bl,32.76195317,-117.0668634,10262,0,,0,F-N/B,elccol,,Coll&El Cjn,
10263,Olvera Av & Las Flores Ter,32.69935486,-117.0749105,10263,0,,1,N-E/B,,,Olvera&Las Flores,
10264,Roswell St & Kelton Rd,32.71581815,-117.0753507,10264,0,,0,N-E/B,,,Roswell&Kelton,
10266,Streamview Dr & Lynn St,32.7434085,-117.0712963,10266,0,,2,F-E/B,,,Strmvw&Lynn,
10267,Market St & Merlin Dr,32.70999972,-117.0716258,10267,0,,0,N-E/B,,,Mrkt&Merlin,
10268,Skyline Dr & Radio Dr,32.70141969,-117.0710972,10268,0,,1,N-E/B,,,Skyline&Radio,
10271,Rancho Bernardo Rd & Acena Dr,33.02266727,-117.0705343,10271,0,,1,N-E/B,,,Rcho Bdo&Acena,
10272,Del Sol Bl & Ocean Bluffs,32.57376204,-117.0630382,10272,0,,1,M-Street-E/B,,,Del Sol&Ocean Bluffs,
10273,Imperial Av & 62nd St,32.70967287,-117.0641325,10273,0,,1,M-Street-E/B,imp62,,Imperial&62nd,
10274,Montezuma Rd & 63rd St,32.77041066,-117.0647296,10274,0,,1,N-E/B,,,Mntzma&63rd,
10276,Imperial Av & 63rd St,32.7098784,-117.0625577,10276,0,,1,N-E/B,,,Imperial&63rd,
10277,Rancho Bernardo Rd & Bernardo Oaks Dr,33.01928995,-117.0654591,10277,0,,1,N-E/B,,,Rcho Bdo&Bdo Oaks,
10278,Streamview Dr & Hasty Dr,32.74399002,-117.0612949,10278,0,,1,N-E/B,,,Strmvw&Hasty,
10279,Rancho Bernardo Rd & Meandro Dr,33.01854372,-117.0631652,10279,0,,1,N-E/B,,,Rcho Bdo&Meandro,
10280,Skyline Dr & Detroit Pl,32.70122966,-117.0590972,10280,0,,1,N-E/B,,,Skyline&Detroit,
10284,Montezuma Rd & Reservoir Dr,32.76907119,-117.0573456,10284,0,,1,M-Street-E/B,,,Mntzma&Reservoir,
10286,Imperial Av & Woodman St,32.71071811,-117.0556375,10286,0,,1,M-Street-E/B,,,Imperial&Woodman,
10287,Skyline Dr & Woodman St,32.70117147,-117.055391,10287,0,,1,N-E/B,woosky,,Skyline&Woodman,
10288,University Av & Aragon Dr,32.7552306,-117.0538522,10288,0,,1,F-E/B,,,Univ&Aragon,
10290,El Cajon Bl & Montezuma Rd,32.76813892,-117.0544808,10290,0,,1,M-Street-E/B,,,El Cjn&Mntzma,
10291,Imperial Av & 68th St,32.71125466,-117.0513283,10291,0,,1,N-E/B,,,Imperial&68th,
10292,Imperial Av & 69th St,32.71180223,-117.0495386,10292,0,,1,N-E/B,,,Imperial&69th,
10293,Skyline Dr & 69th St,32.70251753,-117.0495845,10293,0,,1,N-E/B,,,Skyline&69th,
10294,University Av & 69th St,32.75506844,-117.0496223,10294,0,,1,N-E/B,uni69t,,Univ&69th,
10296,Skyline Dr & Buccaneer Dr,32.7027509,-117.0449478,10296,0,,1,N-E/B,,,Skyline&Buccaneer,
10299,Skyline Dr & Sychar Rd,32.70316505,-117.0429491,10299,0,,1,N-E/B,,,Skyline&Sychar,
10303,El Cajon Bl & 73rd St,32.76872907,-117.0405659,10303,0,,1,N-E/B,elc73,,El Cjn&73rd,
10306,El Cajon Bl & Jessie Av,32.76863289,-117.0379853,10306,0,,1,N-E/B,,,El Cjn&Jessie,
10307,Skyline Dr & Siena St,32.70287961,-117.0373098,10307,0,,1,N-E/B,,,Skyline&Siena,
10308,University Av & Lowell St,32.75740049,-117.0374489,10308,0,,1,N-E/B,,,Univ&Lowell,
10310,El Cajon Bl & Parks Av,32.76819913,-117.0335897,10310,0,,1,F-E/B,,,El Cjn&Parks,
10311,Jackson Dr & Lake Shore Dr,32.79785878,-117.0352106,10311,0,,1,N-E/B,,,Jackson&Lake Shore,
10312,Jamacha Rd & Glencoe Dr,32.71536671,-117.0320113,10312,0,,1,M-Street-E/B,,,Jamacha&Glencoe,
10313,Main St & Broadway (Lemon Grove Depot),32.74249573,-117.0309154,10313,0,,2,N-N/B,brotro,,Main&Brdwy (Lmn Grv Depot),
10314,University Av & Maple Av,32.76195824,-117.0304081,10314,0,,1,N-E/B,,,Univ&Maple,
10315,Jackson Dr & Cowles Mountain Bl,32.795305,-117.0283346,10315,0,,1,N-E/B,,,Jackson&Cowles Mtn,
10317,University Av & La Mesa Bl,32.76414544,-117.0270184,10317,0,,1,M-Street-E/B,,,Univ&La Mesa,
10318,Paradise Valley Rd & Meadowbrook Dr,32.69767706,-117.0251096,10318,0,,1,M-Street-E/B,,,Pdse Vly&Mdwbrk,
10319,Jamacha Rd & Cardiff St,32.71754502,-117.0261166,10319,0,,1,N-E/B,carjam,,Jamacha&Cardiff,
10320,University Av & Allison Av,32.76577668,-117.0250484,10320,0,,1,N-E/B,,,Univ&Allison,
10321,San Vicente St & Cardiff St,32.71215697,-117.024967,10321,0,,2,M-Street-E/B,,,San Vicente&Cardiff,
10322,Jackson Dr & Lake Badin Av,32.79404489,-117.0241713,10322,0,,2,N-E/B,,,Jackson&Lake Badin,
10324,Allison Av & Spring St,32.76596372,-117.0215172,10324,0,,1,N-E/B,lamtre,,Allison&Spring,
10325,Jackson Dr & Boulder Lake Av,32.79354688,-117.0207436,10325,0,,2,N-E/B,,,Jackson&Boulder Lake,
10326,Allison Av & Palm Av,32.7659153,-117.0195877,10326,0,,1,N-E/B,allpal,,Allison&Palm,
10328,La Mesa Bl & University Av,32.76780465,-117.0154272,10328,0,,1,N-N/B,,,La Mesa&Univ,
10330,Sweetwater Rd & Jamacha Rd,32.71422822,-117.0128,10330,0,,1,F-S/B,,,Swtwter&Jamacha,
10331,La Mesa Bl & Glen St,32.76934368,-117.0110033,10331,0,,1,N-E/B,,,La Mesa&Glen,
10332,Orville St & Brucker Av,32.70916815,-117.0092549,10332,0,,1,M-Street-E/B,orvbru,,Orville&Brucker,
10333,La Mesa Bl & Jackson Dr,32.77042545,-117.0085077,10333,0,,1,N-E/B,,,La Mesa&Jackson,
10334,Navajo Rd & Jaffe Ct,32.8027961,-117.0086726,10334,0,,1,N-E/B,nav125,,Navajo&Jaffe,
10336,La Mesa Bl & Garfield St,32.77230406,-117.0060416,10336,0,,1,N-E/B,,,La Mesa&Garfield,
10346,Pearl St & La Jolla Bl,32.83915156,-117.2779237,10346,0,,1,F-E/B,,,Pearl&LJ,
10347,Silverado St & Herschel Av,32.84518365,-117.2734063,10347,0,,1,N-N/B,silher,,Silverado&Herschel,
10349,Torrey Pines Rd & Prospect St,32.84741114,-117.2669428,10349,0,,1,F-N/B,,,Try Pines&Prospect,
10351,Turquoise St & La Jolla Bl,32.8081234,-117.261262,10351,0,,1,F-E/B,,,Turquoise&LJ,
10357,Grand Av & Bayard St,32.79503048,-117.2526996,10357,0,,1,F-E/B,grabay,,Grand&Bayard,
10358,Garnet Av & Cass St,32.79737632,-117.251519,10358,0,,1,F-E/B,garcas,,Garnet&Cass,
10359,W Mission Bay Dr & Mission Bl,32.77191447,-117.2504259,10359,0,,1,F-S/B,mismis,,W Mission Bay&Mission,
10360,Grand Av & Cass St,32.79542712,-117.2509013,10360,0,,1,F-E/B,,,Grand&Cass,
10361,W Mission Bay Dr & Mariners Wy,32.77088084,-117.2467119,10361,0,,1,F-E/B,,,W Mission Bay&Mariners,
10363,Garnet Av & Fanuel St,32.79855918,-117.245961,10363,0,,1,F-E/B,,,Garnet&Fanuel,
10364,Voltaire St & Sunset Cliffs Bl,32.74974432,-117.2429959,10364,0,,1,F-E/B,,,Voltaire&Sunset Cliffs,
10365,West Point Loma Bl & Sunset Cliffs Bl,32.75076385,-117.2419926,10365,0,,1,F-E/B,wplsun,,WPt Loma&Sunset Cliffs,
10366,Voltaire St & Ebers St,32.74868075,-117.2412731,10366,0,,1,F-E/B,,,Voltaire&Ebers,
10368,La Jolla Village Dr & N. Torrey Pines Rd,32.86997223,-117.2417928,10368,0,,1,F-S/B,,,LJ Vlge&N. Try Pines,
10369,Voltaire St & Froude St,32.747543,-117.239543,10369,0,,1,F-E/B,,,Voltaire&Froude,
10370,Grand Av & Ingraham St,32.79786443,-117.239731,10370,0,,1,F-E/B,graing,,Grand&Ingraham,
10371,Voltaire St & Soto St,32.74623225,-117.2374468,10371,0,,1,M-Street-E/B,,,Voltaire&Soto,
10372,W Mission Bay Dr & Quivira Rd,32.76523713,-117.2376012,10372,0,,1,F-E/B,,,W Mission Bay&Quivira,
10374,Gilman Dr & Myers Dr,32.87694863,-117.2355329,10374,0,,1,F-E/B,gilmye,,Gilman&Myers,
10375,Grand Av & Lamont St,32.79906206,-117.2343227,10375,0,,1,F-E/B,,,Grand&Lamont,
10378,La Jolla Village Dr & Villa La Jolla Dr,32.87149562,-117.2331072,10378,0,,1,F-E/B,lajvil,,LJ Vlge&Villa LJ,
10379,West Point Loma Bl & Temecula St,32.75224904,-117.2325963,10379,0,,1,N-E/B,,,WPt Loma&Temecula,
10381,Voltaire St & Las Lomas St,32.7413332,-117.2310468,10381,0,,1,F-E/B,,,Voltaire&Las Lomas,
