stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,intersection_code,reference_place,stop_name_short,stop_place
11tbro,,11th Ave & Broadway,,32.71626794,-117.15464934,,,1,,0,,,11tbro,
12tS,,12th & Imperial Station,,32.70600195,-117.15337790,,,1,,0,,,12tS,
imtS,,12th & Imperial Station Bayside,,32.70522905,-117.15431792,,,1,,0,,,imtS,
imp12,,12th & Imperial Transit Center,,32.70568488,-117.15287499,,,1,,0,,,imp12,
24tS,,24th Street Station,,32.66185407,-117.10801701,,,1,,0,,,24tS,
24tro,,24th Street Transit Center,,32.66184386,-117.10798312,,,1,,0,,,24tro,
25tS,,25th & Commercial St Station,,32.70530703,-117.14019998,,,1,,0,,,25tS,
32nS,,32nd & Commercial St Station,,32.70591999,-117.12456010,,,1,,0,,,32nS,
47tS,,47th Street Station,,32.70845410,-117.09491415,,,1,,0,,,47tS,
5thS,,5th Avenue Station,,32.71676205,-117.15970298,,,1,,0,,,5thS,
70tSta,,70th St. Trolley Station,,32.77221030,-117.04202532,,,1,,0,,,70tSta,
70tS,,70th Street Station,,32.77224895,-117.04247006,,,1,,0,,,70tS,
8thS,,8th Street Station,,32.67487514,-117.11308814,,,1,,0,,,8thS,
8thtro,,8th Street Transit Center,,32.67500420,-117.11330096,,,1,,0,,,8thtro,
avlS,,UCSD Health East Station,,32.77736594,-117.05683205,,,1,,0,,,avlS,
amaS,,Amaya Drive Station,,32.78542394,-117.00172290,,,1,,0,,,amaS,
apzS,,America Plaza Station,,32.71616941,-117.16898015,,,1,,0,,,apzS,
amptro,,America Plaza Trolley Station,,32.71700220,-117.16835451,,,1,,0,,,amptro,
arnS,,Arnele Avenue Station,,32.80461604,-116.97572699,,,1,,0,,,arnS,
balS,,Balboa Avenue Station,,32.80578303,-117.21405352,,,1,,0,,,balS,
baltro,,Balboa Avenue Transit Center,,32.80570489,-117.21367709,,,1,,0,,,baltro,
barS,,Barrio Logan Station,,32.69802393,-117.14658793,,,1,,0,,,barS,
beyS,,Beyer Blvd Station,,32.55757111,-117.04697410,,,1,,0,,,beyS,
broket,,Broadway & Kettner Bl,,32.71571435,-117.16889380,,,1,,0,,,broket,
ccoS,,City College Station,,32.71630698,-117.15423488,,,1,,0,,,ccoS,
citcol,,City College Trolley Station,,32.71581964,-117.15393922,,,1,,0,,,citcol,
civS,,Civic Center Station,,32.71674108,-117.16246797,,,1,,0,,,civS,
claS,,Clairemont Drive Station,,32.79001930,-117.20614883,,,1,,0,,,claS,
conS,,Convention Center Station,,32.70893214,-117.16345215,,,1,,0,,,conS,
cocS,,County Center/Little Italy Station,,32.72142393,-117.16995087,,,1,,0,,,cocS,
corsta,,Courthouse Station,,32.71664409,-117.16605994,,,1,,0,,,corsta,
estS,,E Street Station,,32.63900589,-117.09908001,,,1,,0,,,estS,
etro,,E Street Transit Center,,32.63877909,-117.09844927,,,1,,0,,,etro,
i15eln,,El Cajon Blvd & I-15,,32.75556656,-117.10867043,,,1,,0,,,i15eln,
i15els,,El Cajon Blvd & I-15,,32.75481277,-117.10888915,,,1,,0,,,i15els,
elcS,,El Cajon Station,,32.79198192,-116.97617996,,,1,,0,,,elcS,
ecajtc,,El Cajon Transit Center,,32.79203225,-116.97570594,,,1,,0,,,ecajtc,
62nS,,Encanto/62nd St Station,,32.71011487,-117.06321004,,,1,,0,,,62nS,
enctro,,Encanto/62nd St Trolley Station,,32.71035850,-117.06365020,,,1,,0,,,enctro,
eucS,,Euclid Ave Station,,32.70954699,-117.08594801,,,1,,0,,,eucS,
euctro,,Euclid Ave Station,,32.71002276,-117.08619050,,,1,,0,,,euctro,
exeS,,Executive Drive Station,,32.87414782,-117.21404501,,,1,,0,,,exeS,
favS,,Fashion Valley Station,,32.76548187,-117.16906290,,,1,,0,,,favS,
fasvtc,,Fashion Valley Transit Center,,32.76561826,-117.16942411,,,1,,0,,,fasvtc,
fenS,,Fenton Parkway Station,,32.77829392,-117.12716187,,,1,,0,,,fenS,
gasS,,Gaslamp Quarter Station,,32.70684448,-117.15968093,,,1,,0,,,gasS,
genljN,,Genesee & La Jolla Village Dr.,,32.87321691,-117.21383157,,,1,,0,,,genljN,
welS,,Gillespie Field Station,,32.82692192,-116.98209886,,,1,,0,,,welS,
frmS,,Grantville Station,,32.78049112,-117.09749294,,,1,,0,,,frmS,
gratro,,Grantville Trolley Station,,32.78031471,-117.09720753,,,1,,0,,,gratro,
groS,,Grossmont Station,,32.78181594,-117.01106192,,,1,,0,,,groS,
grotro,,Grossmont Transit Center,,32.78193376,-117.01112182,,,1,,0,,,grotro,
hstS,,H Street Station,,32.63007394,-117.09558911,,,1,,0,,,hstS,
htro,,H Street Transit Center,,32.62961231,-117.09509066,,,1,,0,,,htro,
harS,,Harborside Station,,32.69126696,-117.13280415,,,1,,0,,,harS,
hazS,,Hazard Center Station,,32.77024996,-117.15830309,,,1,,0,,,hazS,
iritro,,Iris Ave Transit Center East,,32.56985255,-117.06607925,,,1,,0,,,iritro,
iritrW,,Iris Ave Transit Center West,,32.56968604,-117.06723290,,,1,,0,,,iritrW,
iriS,,Iris Avenue Station,,32.56965611,-117.06710507,,,1,,0,,,iriS,
kmtc,,Kearny Mesa Transit Center,,32.83138855,-117.13505585,,,1,,0,,,kmtc,
lamS,,La Mesa Blvd Station,,32.76501905,-117.02055190,,,1,,0,,,lamS,
broS,,Lemon Grove Depot,,32.74338603,-117.03073112,,,1,,0,,,broS,
masS,,Massachusetts Ave Station,,32.72352489,-117.03958489,,,1,,0,,,masS,
midS,,Middletown Station,,32.73360900,-117.17483104,,,1,,0,,,midS,
msdS,,Mission San Diego Station,,32.78092701,-117.11107808,,,1,,0,,,msdS,
mivS,,Mission Valley Center Station,,32.77109601,-117.15000394,,,1,,0,,,mivS,
morS,,Morena/Linda Vista Station,,32.76356109,-117.19670997,,,1,,0,,,morS,
nobS,,Nobel Drive Station,,32.86690404,-117.23042992,,,1,,0,,,nobS,
oldS,,Old Town Station,,32.75473489,-117.19958906,,,1,,0,,,oldS,
ottcw2,,Old Town TC West @ Pacific Hwy,,32.75458604,-117.20032321,,,1,,0,,,ottcw2,
ottc_e,,Old Town Transit Center East,,32.75459345,-117.19925316,,,1,,0,,oldttc,ottc_e,
ottc_w,,Old Town Transit Center West,,32.75455284,-117.19988699,,,1,,0,,oldttc,ottc_w,
pacS,,Pacific Fleet Station,,32.68600505,-117.12472886,,,1,,0,,,pacS,
plmS,,Palm Avenue Station,,32.58461410,-117.08379909,,,1,,0,,,plmS,
palS,,Palomar Street Station,,32.60315102,-117.08508894,,,1,,0,,,palS,
paltro,,Palomar Street Transit Center,,32.60314168,-117.08451964,,,1,,0,,,paltro,
marS,,Park & Market Station,,32.71097994,-117.15376800,,,1,,0,,,marS,
marpar,,Park & Market Trolley Station,,32.71153707,-117.15399283,,,1,,0,,,marpar,
rioS,,Rio Vista Station,,32.77365197,-117.14181010,,,1,,0,,,rioS,
svicot,,S Vista Rd & Cottonwood Rd,,32.55790492,-117.04809645,,,1,,0,,,svicot,
sayS,,San Ysidro Station,,32.54445997,-117.02948196,,,1,,0,,,sayS,
sytro,,San Ysidro Transit Center,,32.54425837,-117.02985075,,,1,,0,,,sytro,
sfdS,,Santa Fe Depot,,32.71763712,-117.16982811,,,1,,0,,,sfdS,
santtc,,Santee Town Center,,32.84256655,-116.98089115,,,1,,0,,,santtc,
sanS,,Santee Town Center Station,,32.84170710,-116.98098299,,,1,,0,,,sanS,
sdsS,,SDSU Station,,32.77327008,-117.07059614,,,1,,0,,,sdsS,
sdsutc,,SDSU Transit Center,,32.77330790,-117.07069539,,,1,,0,,,sdsutc,
seaS,,Seaport Village Station,,32.71192306,-117.16859712,,,1,,0,,,seaS,
svcoas,,Sorrento Valley COASTER Station,,32.90272914,-117.22488084,,,1,,0,,,svcoas,
swcoll,,Southwestern College,,32.64143620,-116.99595102,,,1,,0,,,swcoll,
sprS,,Spring Street Station,,32.75685196,-117.01745805,,,1,,0,,,sprS,
sprtro,,Spring Street Station,,32.75686007,-117.01721547,,,1,,0,,,sprtro,
quaS,,Stadium,,32.78096232,-117.11909764,,,1,,0,,,quaS,
tecS,,Tecolote Road Station,,32.76985468,-117.20508997,,,1,,0,,,tecS,
pepS,,UCSD Central Campus Station,,32.87835310,-117.23184250,,,1,,0,,,pepS,
peptc,,UCSD Central Campus Station,,32.87943518,-117.23194838,,,1,,0,,,peptc,
voiS,,UCSD Health La Jolla Station,,32.88185154,-117.22352634,,,1,,0,,,voiS,
i15unn,,University & I-15,,32.75003158,-117.10867536,,,1,,0,,,i15unn,
i15uns,,University & I-15,,32.74936940,-117.10892260,,,1,,0,,,i15uns,
utcS,,UTC Station,,32.86920843,-117.21404561,,,1,,0,,,utcS,
utc,,UTC Transit Center,,32.86888288,-117.21275752,,,1,,0,,,utc,
vahS,,VA Medical Center Station,,32.87419577,-117.22989037,,,1,,0,,,vahS,
wasS,,Washington Street Station,,32.74163494,-117.18438892,,,1,,0,,,wasS,
12049,12049,10th Av & A St,,32.71857729,-117.15569071,,,0,,2,F-S/B,,10th&A,10thb
11656,11656,10th Av & Broadway,,32.71597740,-117.15566399,,,0,,0,N-S/B,,10th&Brdwy,10tbro
11654,11654,10th Av & C St,,32.71692554,-117.15567699,,,0,,1,N-S/B,,10th&C,10thc
12048,12048,10th Av & F St,,32.71348748,-117.15563191,,,0,,1,F-S/B,,10th&F,
12050,12050,10th Av & Island Av,,32.71023346,-117.15560173,,,0,,1,F-S/B,,10th&Island,
11657,11657,10th Av & Market St,,32.71176685,-117.15564024,,,0,,2,N-S/B,,10th&Mrkt,
99005,99005,10th Av & Park Bl (Petco Park),,32.70750534,-117.15506981,,,0,,1,N-E/B,,10th&Park (Petco Park),
98548,98548,11099 Callan Rd,,32.90480501,-117.24065516,,,0,,1,M-Street-W/B,,11099 Callan,
99367,99367,11th Av & B St,,32.71769488,-117.15458595,,,0,,1,N-N/B,,11th&B,11thb
12782,12782,11th Av & Broadway,,32.71635101,-117.15456566,,,0,11tbro,1,F-N/B,,11th&Brdwy,11tbro
99343,99343,11th Av & C St,,32.71652951,-117.15458700,,,0,11tbro,1,N-N/B,,11th&C,11tbro
12781,12781,11th Av & F St,,32.71399810,-117.15459028,,,0,,1,F-N/B,,11th&F,
99010,99010,11th Av & K St,,32.70833408,-117.15449964,,,0,,1,N-N/B,,11th&K,
12441,12441,11th Av & Market St,,32.71139567,-117.15453431,,,0,,1,N-N/B,,11th&Mrkt,
75102,75102,12th & Imperial Station,,32.70587009,-117.15321790,,,0,12tS,0,,,12th & Imprl,12tS
75103,75103,12th & Imperial Station,,32.70578492,-117.15332593,,,0,12tS,0,,,12th & Imprl,12tS
75100,75100,12th & Imperial Station (Bayside),,32.70523403,-117.15389991,,,0,imtS,0,,,12th & Imprl  (Bayside),imtS
70009,70009,12th & Imperial Transit Center,,32.70609480,-117.15289674,,,0,imp12,0,M-TC-Bus,,12th & Imperial TC,imp12
91101,91101,12th & Imperial Transit Center,,32.70605117,-117.15322463,,,0,imp12,1,M-TC-Bus,,12th & Imperial TC,imp12
91102,91102,12th & Imperial Transit Center,,32.70560245,-117.15294696,,,0,imp12,1,M-TC-Bus,,12th & Imperial TC,imp12
60401,60401,13th St & Fern Av,,32.57503491,-117.10558266,,,0,,1,F-N/B,,13th&Fern,
60342,60342,13th St & Grove Av,,32.57276194,-117.10558010,,,0,,1,N-N/B,,13th&Grove,
60229,60229,13th St & Holly Av,,32.57164428,-117.10583544,,,0,,1,N-S/B,,13th&Holly,
60341,60341,13th St & Holly Av,,32.57134906,-117.10560212,,,0,,1,N-N/B,,13th&Holly,
60230,60230,13th St & Imperial Beach Bl,,32.57588817,-117.10580192,,,0,,1,F-S/B,,13th&Imperial Bch,
60186,60186,13th St & Iris Av,,32.56943066,-117.10559651,,,0,,1,N-N/B,,13th&Iris,13iris
88984,88984,14th St & F St,,32.71373903,-117.15191062,,,0,,0,F-N/B,,14th&F,
99288,99288,18th St & C Av,,32.66808777,-117.10082487,,,0,,1,F-W/B,,18th&C,
99281,99281,18th St & C St,,32.66787097,-117.10077728,,,0,,1,N-E/B,,18th&C,
50140,50140,18th St & Harding Av,,32.66590130,-117.10777044,,,0,,1,N-E/B,,18th&Harding,
99282,99282,18th St & Harding Av,,32.66620281,-117.10749393,,,0,,2,N-W/B,,18th&Harding,
99286,99286,18th St & Highland Av,,32.66964963,-117.09512729,,,0,,1,N-W/B,,18th&Highland,high18
99315,99315,18th St & Highland Av,,32.66937711,-117.09558936,,,0,,1,N-E/B,,18th&Highland,high18
99285,99285,18th St & L Av,,32.67077924,-117.09111191,,,0,,1,N-W/B,,18th&L,
99316,99316,18th St & L Av,,32.67070397,-117.09086423,,,0,,1,F-E/B,,18th&L,
50008,50008,18th St & N Av,,32.67125056,-117.08890020,,,0,,1,F-E/B,,18th&N,
50065,50065,18th St & N Av,,32.67136504,-117.08904102,,,0,,1,N-W/B,,18th&N,
59003,59003,18th St & National City Bl,,32.66717520,-117.10322064,,,0,,1,F-E/B,,18th&Natl City,nat18t
99308,99308,18th St & National City Bl,,32.66712191,-117.10416896,,,0,,1,F-W/B,,18th&Natl City,nat18t
50011,50011,18th St & Newell St,,32.67279173,-117.08333525,,,0,,1,N-E/B,,18th&Newell,
50082,50082,18th St & Newell St,,32.67268730,-117.08414667,,,0,,1,M-Street-W/B,,18th&Newell,
50040,50040,18th St & Palm Av,,32.67183694,-117.08673830,,,0,,1,F-E/B,,18th&Palm,
50068,50068,18th St & Palm Av,,32.67196519,-117.08687600,,,0,,1,N-W/B,,18th&Palm,
50012,50012,18th St & Prospect St,,32.67364475,-117.08033738,,,0,,1,F-E/B,,18th&Prospect,
50083,50083,18th St & Prospect St,,32.67360803,-117.08089272,,,0,,1,F-W/B,,18th&Prospect,
30361,30361,1st Av & Alpine Av,,32.63913491,-117.07004651,,,0,,1,N-S/B,,1st&Alpine,
12411,12411,1st Av & Ash St,,32.71964764,-117.16372935,,,0,,1,N-N/B,,1st&Ash,1stash
12751,12751,1st Av & Broadway,,32.71553186,-117.16374976,,,0,,0,N-N/B,,1st&Brdwy,1stbrd
99118,99118,1st Av & Broadway,,32.71592600,-117.16374929,,,0,,1,F-N/B,,1st&Brdwy,1stbro
11637,11637,1st Av & Brookes Av,,32.74341279,-117.16390099,,,0,,1,N-S/B,,1st&Brookes,
12759,12759,1st Av & Brookes Av,,32.74348270,-117.16373911,,,0,,1,F-N/B,,1st&Brookes,
60546,60546,1st Av & C St,,32.71686629,-117.16371027,,,0,,1,F-N/B,,1st&C,1stc
12753,12753,1st Av & Elm St,,32.72431993,-117.16375503,,,0,,1,F-N/B,,1st&Elm,
30360,30360,1st Av & F St,,32.64326070,-117.07165066,,,0,,1,F-S/B,,1st&F,
30415,30415,1st Av & F St,,32.64339054,-117.07155116,,,0,,0,N-N/B,,1st&F,
30416,30416,1st Av & G St,,32.63930857,-117.06997016,,,0,,1,N-N/B,,1st&G,
12415,12415,1st Av & Grape St,,32.72595816,-117.16373950,,,0,,1,N-N/B,,1st&Grape,
12756,12756,1st Av & Ivy St,,32.72844805,-117.16377507,,,0,,1,F-N/B,,1st&Ivy,
11636,11636,1st Av & Juniper St,,32.72943597,-117.16398367,,,0,,1,N-S/B,,1st&Juniper,
12014,12014,1st Av & Laurel St,,32.73113997,-117.16399484,,,0,,1,F-S/B,,1st&Laurel,
12757,12757,1st Av & Laurel St,,32.73158666,-117.16380111,,,0,,1,F-N/B,,1st&Laurel,
12016,12016,1st Av & Nutmeg St,,32.73322041,-117.16401967,,,0,,1,F-S/B,,1st&Nutmeg,1stnut
12417,12417,1st Av & Nutmeg St,,32.73332364,-117.16381262,,,0,,1,N-N/B,,1st&Nutmeg,1stnut
12416,12416,1st Av & Quince St,,32.73649246,-117.16384223,,,0,,1,N-N/B,,1st&Quince,
12015,12015,1st Av & Redwood St,,32.73759311,-117.16404551,,,0,,1,F-S/B,,1st&Redwood,
12018,12018,1st Av & Robinson Av,,32.74677674,-117.16393263,,,0,,1,F-S/B,,1st&Robinson,
12418,12418,1st Av & Robinson Av,,32.74715709,-117.16379022,,,0,,1,F-N/B,,1st&Robinson,
12412,12412,1st Av & Spruce St,,32.73856748,-117.16385725,,,0,,1,N-N/B,,1st&Spruce,
12013,12013,1st Av & Thorn St,,32.73955812,-117.16406915,,,0,,1,F-S/B,,1st&Thorn,
12414,12414,1st Av & Upas St,,32.74066723,-117.16387252,,,0,,1,N-N/B,,1st&Upas,
12017,12017,1st Av & Walnut Av,,32.74119891,-117.16407967,,,0,,1,F-S/B,,1st&Walnut,
12758,12758,1st Av & Walnut Av,,32.74194644,-117.16371667,,,0,,1,F-N/B,,1st&Walnut,
60058,60058,1st St & B Av,,32.69762037,-117.16973563,,,0,,1,F-E/B,,1st&B,1stfer
60165,60165,1st St & B Av,,32.69795871,-117.17006747,,,0,,1,F-W/B,,1st&B,1stfer
50029,50029,24th St & B Av,,32.66274886,-117.09862560,,,0,,1,M-Street-E/B,,24th&B,
50078,50078,24th St & D Av,,32.66315798,-117.09788545,,,0,,1,F-W/B,,24th&D,
50027,50027,24th St & National City Bl,,32.66209762,-117.10099453,,,0,,1,F-E/B,,24th&Natl City,
50053,50053,24th St & National City Bl,,32.66220853,-117.10125229,,,0,,1,N-W/B,,24th&Natl City,
75014,75014,24th Street Station,,32.66196491,-117.10800607,,,0,24tS,0,M-TC-Train-N/B,,24th St,24tS
75015,75015,24th Street Station,,32.66170409,-117.10800516,,,0,24tS,0,M-TC-Train-S/B,,24th St,24tS
91136,91136,24th Street Transit Center,,32.66195902,-117.10790431,,,0,24tro,1,M-TC-Bus,,24thTC,24tro
91138,91138,24th Street Transit Center,,32.66162193,-117.10776456,,,0,24tro,0,,,24thTC,24tro
91139,91139,24th Street Transit Center,,32.66157522,-117.10736771,,,0,24tro,0,,,24thTC,24tro
75074,75074,25th & Commercial St Station,,32.70527695,-117.13873095,,,0,25tS,0,,,25th & Commercial St,25tS
75075,75075,25th & Commercial St Station,,32.70528997,-117.14115393,,,0,25tS,0,,,25th & Commercial St,25tS
11684,11684,25th St & Broadway,,32.71611353,-117.14036505,,,0,,1,N-S/B,,25th&Brdwy,
11682,11682,25th St & Imperial Av,,32.70648888,-117.14027759,,,0,,1,N-S/B,,25th&Imperial,
12464,12464,25th St & Imperial Av,,32.70610834,-117.14006894,,,0,,0,N-N/B,,25th&Imperial,imp25
12466,12466,25th St & Island Av,,32.71043146,-117.14010934,,,0,,0,N-N/B,,25th&Island,
12076,12076,25th St & J St,,32.70923456,-117.14028906,,,0,,0,F-S/B,,25th&J,
12465,12465,25th St & K St,,32.70832625,-117.14008808,,,0,,0,N-N/B,,25th&K,
60220,60220,26th St & Sicard St,,32.69647225,-117.13813836,,,0,,0,N-S/B,,26th&Sicard,
11639,11639,2nd Av & Ash St,,32.72013134,-117.16299305,,,0,,1,N-S/B,,2nd&Ash,
11640,11640,2nd Av & Beech St,,32.72105450,-117.16303838,,,0,,1,N-S/B,,2nd&Beech,
12020,12020,2nd Av & Elm St,,32.72383894,-117.16301195,,,0,,1,F-S/B,,2nd&Elm,
11641,11641,2nd Av & Fir St,,32.72525162,-117.16302008,,,0,,1,N-S/B,,2nd&Fir,
40860,40860,2nd St & Broadway,,32.80825072,-116.93555615,,,0,,1,F-N/B,,2nd&Brdwy,
41104,41104,2nd St & Dawnridge Av,,32.81631477,-116.93555059,,,0,,1,N-N/B,,2nd&Dawnridge,
41106,41106,2nd St & Dawnridge Av,,32.81612067,-116.93585829,,,0,,1,F-S/B,,2nd&Dawnridge,
40668,40668,2nd St & Greenfield Dr,,32.81290228,-116.93584624,,,0,,1,F-S/B,,2nd&Greenfield,
41103,41103,2nd St & Greenfield Dr,,32.81374761,-116.93556641,,,0,,1,F-N/B,,2nd&Greenfield,
41105,41105,2nd St & Pepper Dr,,32.82027157,-116.93523637,,,0,,1,F-S/B,,2nd&Pepper,2ndpep
40667,40667,2nd St & Persimmon Av,,32.81068978,-116.93584203,,,0,,1,F-S/B,,2nd&Persimmon,
60108,60108,2nd St & Soledad Pl,,32.69543451,-117.16836713,,,0,,1,N-W/B,,2nd&Soledad,
13532,13532,30th St & A St,,32.71882529,-117.12939642,,,0,,1,N-N/B,,30th&A,30tast
13533,13533,30th St & A St,,32.71876030,-117.12964612,,,0,,1,F-S/B,,30th&A,30tast
12089,12089,30th St & Adams Av,,32.76258874,-117.13031472,,,0,,1,F-S/B,,30th&Adams,30ada
11694,11694,30th St & C St,,32.71710835,-117.12965890,,,0,,1,N-S/B,,30th&C,c_30st
12099,12099,30th St & Date St,,32.72322478,-117.13028896,,,0,,1,F-S/B,,30th&Date,
12091,12091,30th St & Dwight St,,32.74399356,-117.13014195,,,0,,1,F-S/B,,30th&Dwight,
12478,12478,30th St & Dwight St,,32.74410477,-117.12996418,,,0,,1,N-N/B,,30th&Dwight,
11692,11692,30th St & El Cajon Bl,,32.75555853,-117.13024772,,,0,,1,N-S/B,,30th&El Cjn,
12476,12476,30th St & El Cajon Bl,,32.75494144,-117.13006266,,,0,,1,N-N/B,,30th&El Cjn,
12818,12818,30th St & Elm St,,32.72465551,-117.13007889,,,0,,1,F-N/B,,30th&Elm,
11696,11696,30th St & Fir St,,32.72563542,-117.13026101,,,0,,1,N-S/B,,30th&Fir,
12474,12474,30th St & Grape St,,32.72641717,-117.13009648,,,0,,1,N-N/B,,30th&Grape,
50037,50037,30th St & Highland Av,,32.65928100,-117.09049539,,,0,,1,F-E/B,,30th&Highland,30high
50062,50062,30th St & Highland Av,,32.65937404,-117.09095766,,,0,,1,N-W/B,,30th&Highland,30high
12084,12084,30th St & Howard Av,,32.75422334,-117.13024349,,,0,,1,F-S/B,,30th&Howard,
12475,12475,30th St & Howard Av,,32.75394371,-117.13006571,,,0,,1,N-N/B,,30th&Howard,
12096,12096,30th St & Juniper St,,32.72985318,-117.12965929,,,0,,1,N-S/B,,30th&Juniper,
12828,12828,30th St & Juniper St,,32.72989275,-117.12950685,,,0,,1,F-N/B,,30th&Juniper,
50197,50197,30th St & L Av,,32.66042553,-117.08709467,,,0,,1,N-W/B,,30th&L,
99491,99491,30th St & L Av,,32.66028741,-117.08679119,,,0,,1,F-E/B,,30th&L,
12086,12086,30th St & Monroe Av,,32.75896658,-117.13026226,,,0,,1,F-S/B,,30th&Monroe,
12822,12822,30th St & Monroe Av,,32.75941590,-117.13007808,,,0,,1,F-N/B,,30th&Monroe,
12093,12093,30th St & North Park Wy,,32.74715990,-117.13013455,,,0,,1,F-S/B,,30th&NPark,
12479,12479,30th St & North Park Wy,,32.74722434,-117.12996281,,,0,,1,N-N/B,,30th&NPark,
12082,12082,30th St & Polk Av,,32.75199656,-117.13023490,,,0,,1,F-S/B,,30th&Polk,
12819,12819,30th St & Polk Av,,32.75245960,-117.13005413,,,0,,1,F-N/B,,30th&Polk,
11697,11697,30th St & Redwood St,,32.73753465,-117.12935874,,,0,,1,N-S/B,,30th&Redwood,30red
12830,12830,30th St & Redwood St,,32.73765660,-117.12921686,,,0,,1,F-N/B,,30th&Redwood,30red
11693,11693,30th St & University Av,,32.74863258,-117.13020780,,,0,,1,N-S/B,,30th&Univ,30uni
12824,12824,30th St & University Av,,32.74879854,-117.13005985,,,0,,1,F-N/B,,30th&Univ,30uniN
75072,75072,32nd/Commercial St Station,,32.70576993,-117.12475301,,,0,32nS,0,,,32nd/Commercial St,32nS
75073,75073,32nd/Commercial St Station,,32.70577705,-117.12452390,,,0,32nS,0,,,32nd/Commercial St,32nS
10563,10563,36th St & Imperial Av,,32.70530322,-117.11689209,,,0,,0,F-S/B,,36th&Imperial,
12212,12212,3rd Av & Anita St,,32.59827629,-117.06461148,,,0,,1,F-S/B,,3rd&Anita,
12939,12939,3rd Av & Anita St,,32.59877277,-117.06434657,,,0,,1,F-N/B,,3rd&Anita,
99019,99019,3rd Av & B St,,32.71758892,-117.16188403,,,0,,1,N-N/B,,3rd&B,3rdbst
11754,11754,3rd Av & F St,,32.64110262,-117.07997065,,,0,,1,N-S/B,,3rd&F,3rdf
12903,12903,3rd Av & F St,,32.64121468,-117.07982000,,,0,,1,F-N/B,,3rd&F,3rdf
12180,12180,3rd Av & G St,,32.63710591,-117.07835632,,,0,,1,F-S/B,,3rd&G,
12547,12547,3rd Av & G St,,32.63764744,-117.07834516,,,0,,1,N-N/B,,3rd&G,
12189,12189,3rd Av & H St,,32.63372560,-117.07708052,,,0,,1,F-S/B,,3rd&H,
12553,12553,3rd Av & H St,,32.63419907,-117.07697128,,,0,,1,N-N/B,,3rd&H,
12918,12918,3rd Av & I St,,32.63130681,-117.07586905,,,0,,1,F-N/B,,3rd&I,
30299,30299,3rd Av & I St,,32.63031303,-117.07569409,,,0,,1,F-S/B,,3rd&I,
12194,12194,3rd Av & J St,,32.62661222,-117.07425311,,,0,,1,F-S/B,,3rd&J,3rdjst
12920,12920,3rd Av & J St,,32.62815162,-117.07462801,,,0,,1,F-N/B,,3rd&J,3rdj
12196,12196,3rd Av & K St,,32.62370916,-117.07311848,,,0,,1,F-S/B,,3rd&K,
12557,12557,3rd Av & K St,,32.62395498,-117.07293890,,,0,,1,N-N/B,,3rd&K,
11769,11769,3rd Av & L St,,32.62079774,-117.07200009,,,0,,1,N-S/B,,3rd&L,
12924,12924,3rd Av & L St,,32.62099967,-117.07180711,,,0,,1,F-N/B,,3rd&L,
12938,12938,3rd Av & Main St,,32.59511430,-117.06438425,,,0,,1,F-N/B,,3rd&Main,mai3rd
99446,99446,3rd Av & Montgomery St,,32.59660257,-117.06459604,,,0,,1,F-S/B,,3rd&Montgomery,
12201,12201,3rd Av & Moss St,,32.61610202,-117.07013448,,,0,,2,F-S/B,,3rd&Moss,
12559,12559,3rd Av & Moss St,,32.61703030,-117.07024054,,,0,,1,N-N/B,,3rd&Moss,
11771,11771,3rd Av & Naples St,,32.61385413,-117.06925301,,,0,,1,N-S/B,,3rd&Naples,
12927,12927,3rd Av & Naples St,,32.61413548,-117.06910299,,,0,,1,F-N/B,,3rd&Naples,
12213,12213,3rd Av & Orange Av,,32.60129974,-117.06459393,,,0,,1,F-S/B,,3rd&Orange,ora3rd
12940,12940,3rd Av & Orange Av,,32.60230656,-117.06446036,,,0,,1,F-N/B,,3rd&Orange,ora3rd
11773,11773,3rd Av & Oxford St,,32.61056174,-117.06796898,,,0,,1,N-S/B,,3rd&Oxford,
12930,12930,3rd Av & Oxford St,,32.61105695,-117.06789563,,,0,,1,F-N/B,,3rd&Oxford,
11777,11777,3rd Av & Palomar St,,32.60710488,-117.06661532,,,0,,1,N-S/B,,3rd&Palomar,3rdpal
12932,12932,3rd Av & Palomar St,,32.60719986,-117.06638565,,,0,,1,F-N/B,,3rd&Palomar,3rdpal
11779,11779,3rd Av & Quintard St,,32.60391383,-117.06538113,,,0,,1,N-S/B,,3rd&Quintard,
12935,12935,3rd Av & Quintard St,,32.60411579,-117.06518167,,,0,,1,F-N/B,,3rd&Quintard,
60164,60164,3rd St & C Av,,32.69558141,-117.17298761,,,0,,1,F-W/B,,3rd&C,
60162,60162,3rd St & E Av,,32.69701242,-117.17641566,,,0,,1,F-W/B,,3rd&E,
60161,60161,3rd St & G Av,,32.69795497,-117.17863271,,,0,,1,F-W/B,,3rd&G,
60103,60103,3rd St & I Av,,32.69874606,-117.18051990,,,0,,1,N-W/B,,3rd&I,3rdi
88908,88908,3rd St & Madison Av,,32.80030414,-116.92702562,,,0,,0,N-S/B,,3rd&Madison,
60163,60163,3rd St & Orange Av,,32.69612958,-117.17429355,,,0,,1,F-W/B,,3rd&Orange,
12508,12508,40th St & Imperial Av,,32.70469927,-117.10814472,,,0,,2,F-N/B,,40th&Imperial,
