stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place,reference_place,stop_name_short,stop_url
10076,Lewis St & Stephens St,32.751710668,-117.178610582,10076,0,,0,N-E/B,lewste,,Lewis&Stephens,
10077,Clairemont Mesa Bl & Limerick Av,32.834277373,-117.179191882,10077,0,,1,N-E/B,,,Cmnt Mesa&Limerick,
10080,Lewis St & Ingalls St,32.751728297,-117.175166303,10080,0,,0,N-E/B,,,Lewis&Ingalls,
10085,Miramar Rd & Milch Rd,32.877936694,-117.168656585,10085,0,,1,N-E/B,,,Miramar&Milch,
10086,Broadway & State St,32.715568902,-117.166684701,10086,0,,1,N-E/B,amplza,,Brdwy&State,
10088,Washington St & Albatross St,32.749774211,-117.166312021,10088,0,,1,N-E/B,,,Wshngtn&Albatross,
10090,Broadway & Front St,32.715598259,-117.164952102,10090,0,,0,N-E/B,brofro,,Brdwy&Front,
10091,Clairemont Mesa Bl & Shawline St (Kaiser),32.832818056,-117.162957285,10091,0,,1,N-W/B,clasha,,Cmnt Mesa&Shawline (Kaiser),
10092,University Av & 3rd Av,32.748196926,-117.162926100,10092,0,,1,N-E/B,,,Univ&3rd,
10093,Genesee Av & Richland St,32.791162359,-117.163215303,10093,0,,1,N-E/B,,,Gnsee&Richland,
10094,Broadway & 3rd Av,32.715613832,-117.162107439,10094,0,,0,N-E/B,3rdbro,,Brdwy&3rd,
10095,Miramar Rd & Distribution Av,32.878962730,-117.162608787,10095,0,,1,N-E/B,,,Miramar&Distribution,
10097,Broadway & 5th Av,32.715660190,-117.160296985,10097,0,,0,N-E/B,5thbro,,Brdwy&5th,
10098,University Av & 5th Av,32.748208757,-117.160581221,10098,0,,1,N-E/B,5thuni,,Univ&5th,
10099,Broadway & 6th Av,32.715663510,-117.159474458,10099,0,,0,N-E/B,bro6th,,Brdwy&6th,
10100,Camino De La Reina & Camino Del Arroyo,32.766746620,-117.158463134,10100,0,,1,N-E/B,,,Cmo De La Reina&Cmo Del Arroyo,
10105,Market St & 10th Av,32.711435881,-117.155796140,10105,0,,0,N-E/B,,,Mrkt&10th,
10106,University Av & 10th Av,32.748317887,-117.155463019,10106,0,,1,N-E/B,,,Univ&10th,
10107,Miramar Rd & Carroll Rd,32.881777283,-117.156250287,10107,0,,1,N-E/B,,,Miramar&Carroll,
10108,Market St & Park Bl,32.711468382,-117.153988877,10108,0,marpar,1,N-E/B,marpar,,Mrkt&Park,
10109,Broadway & Park Bl,32.715700915,-117.154012779,10109,0,citcol,1,N-E/B,citcol,,Brdwy&Park,
10110,Vista Hill Av & Meadowlark Dr,32.794851177,-117.154587751,10110,0,,1,N-E/B,,,Vista Hill&Meadowlark,
10111,University Av & Vermont St,32.748347562,-117.153664729,10111,0,,1,N-E/B,,,Univ&Vermont,
10114,University Av & Richmond St,32.748361823,-117.151339386,10114,0,,1,N-E/B,,,Univ&Richmond,
10115,Imperial Av & 16th St,32.706214340,-117.149702354,10115,0,,1,N-E/B,imp16,,Imperial&16th,
10116,Market St & 16th St,32.711428992,-117.149602780,10116,0,,1,N-E/B,16mar,,Mrkt&16th,
10117,Logan Av & Sigsbee St,32.703815305,-117.147759904,10117,0,,1,N-E/B,,,Logan&Sigsbee,
10118,Market St & 19th St,32.711440802,-117.146849245,10118,0,,1,N-E/B,,,Mrkt&19th,
10119,Broadway & 20th St,32.715721272,-117.145949943,10119,0,,1,N-E/B,,,Brdwy&20th,
10122,Logan Av & Cesar E Chavez Pkwy,32.701541388,-117.144479542,10122,0,,1,N-E/B,logces,,Logan&Cesar E Chavez,
10123,Imperial Av & 22nd St,32.706216787,-117.144075112,10123,0,,1,N-E/B,,,Imperial&22nd,
10124,Miramar Rd & Dowdy Dr,32.888037419,-117.145450693,10124,0,,1,F-E/B,,,Miramar&Dowdy,
10127,Imperial Av & 24th St,32.706225083,-117.142550536,10127,0,,1,N-E/B,,,Imperial&24th,
10128,Clairemont Mesa Bl & 8303,32.832660879,-117.146140748,10128,0,,1,M-Street-E/B,,,Cmnt Mesa&8303,
10129,El Cajon Bl & Alabama St,32.755139712,-117.142636245,10129,0,,1,N-E/B,,,El Cjn&Alabama,
10130,University Av & Alabama St,32.748372124,-117.142740061,10130,0,,1,M-Street-E/B,,,Univ&Alabama,
10132,Miramar Rd & Cabot Dr,32.889576560,-117.142795086,10132,0,,1,N-E/B,,,Miramar&Cabot,
10133,Market St & 25th St,32.711515042,-117.140396624,10133,0,,1,N-E/B,,,Mrkt&25th,
10134,Broadway & 25th St,32.715753335,-117.140764561,10134,0,,1,N-E/B,,,Brdwy&25th,
10136,University Av & Louisiana St,32.748374080,-117.140186923,10136,0,,1,N-E/B,,,Univ&Louisiana,
10137,Imperial Av & 26th St,32.706303066,-117.138221156,10137,0,,1,N-E/B,,,Imperial&26th,
10138,C St & 26th St,32.716804613,-117.138291219,10138,0,,1,N-E/B,,,C&26th,
10139,El Cajon Bl & Arizona St,32.755164197,-117.137718440,10139,0,,1,N-E/B,,,El Cjn&Arizona,
10140,Adams Av & Arizona St,32.762805183,-117.137701101,10140,0,,1,N-E/B,,,Adams&Arizona,
10142,Mira Mesa Bl & Reagan Rd (E),32.912668897,-117.139070430,10142,0,,1,N-E/B,,,Mra Msa&Reagan (E),
10143,Main St & 27th St,32.692724898,-117.136004120,10143,0,,2,N-E/B,,,Main&27th,
10145,Ocean View Bl & Sampson St,32.702145086,-117.135474659,10145,0,,1,N-S/B,,,Ocn Vw&Sampson,
10147,Imperial Av & Hensley St,32.706320384,-117.134664870,10147,0,,1,N-E/B,,,Imperial&Hensley,
10148,C St & 28th St,32.716830507,-117.134305429,10148,0,,1,N-E/B,,,C&28th,
10149,Mira Mesa Bl & Westonhill Dr,32.912744787,-117.135773587,10149,0,,1,N-E/B,,,Mra Msa&Westonhill,
10150,El Cajon Bl & Utah St,32.755177213,-117.132839551,10150,0,,1,N-E/B,,,El Cjn&Utah,
10154,National Av & 29th St,32.695852280,-117.132229225,10154,0,,1,N-E/B,,,Natl&29th,
10156,Balboa Av & Ponderosa Av,32.822112872,-117.131906008,10156,0,,1,F-E/B,balpon,,Balboa&Ponderosa,
10157,Aero Dr & Corporate Ct,32.809743645,-117.132035981,10157,0,,1,N-E/B,,,Aero&Corporate,
10158,Market St & 30th St,32.711564589,-117.130432593,10158,0,,1,N-E/B,mark30,,Mrkt&30th,
10159,Clairemont Mesa Bl & Overland Av,32.831264514,-117.131261955,10159,0,,1,N-E/B,claove,,Cmnt Mesa&Overland,
10160,Adams Av & 30th St,32.762827429,-117.130375655,10160,0,,1,N-E/B,30ada,,Adams&30th,
10161,University Av & 30th St,32.748335502,-117.130240610,10161,0,,1,N-E/B,uni30t,,Univ&30th,
10162,Upas St & 30th St,32.741029882,-117.129481426,10162,0,,1,N-E/B,,,Upas&30th,
10163,Ocean View Bl & 30th St,32.701114725,-117.129668339,10163,0,,1,N-E/B,,,Ocn Vw&30th,
10164,Imperial Av & 30th St,32.706342707,-117.129622984,10164,0,,1,N-E/B,,,Imperial&30th,
10165,Main St & 30th St,32.692750933,-117.129295605,10165,0,,1,F-E/B,,,Main&30th,
10166,C St & 30th St,32.716808971,-117.130400446,10166,0,,1,M-Street-E/B,c_30st,,C&30th,
10167,Beech St & Fern St,32.721221171,-117.129511361,10167,0,,1,F-E/B,,,Beech&Fern,
10168,Mira Mesa Bl & Marbury Av,32.915894782,-117.129972378,10168,0,,1,N-E/B,,,Mra Msa&Marbury,
10169,Adams Av & Boundary St,32.762836212,-117.128371918,10169,0,,1,N-E/B,,,Adams&Boundary,
10171,Market St & 31st St,32.711577012,-117.127532763,10171,0,,1,N-E/B,,,Mrkt&31st,
10176,Balboa Av & Ruffin Rd,32.822198616,-117.128746112,10176,0,,2,N-E/B,balruf,,Balboa&Ruffin,
10177,Ocean View Bl & 32nd St,32.701136597,-117.125436167,10177,0,,1,N-E/B,,,Ocn Vw&32nd,
10178,Imperial Av & 32nd St,32.706372800,-117.125393893,10178,0,,1,N-E/B,imp32,,Imperial&32nd,
10179,Market St & 32nd St,32.711594916,-117.125400240,10179,0,,1,N-E/B,,,Mrkt&32nd,
10180,Clairemont Mesa Bl & Ruffin Rd,32.831275494,-117.127016905,10180,0,,1,N-E/B,,,Cmnt Mesa&Ruffin,
10182,Camino Del Rio N & Mission City Pkwy,32.775515960,-117.127089629,10182,0,,1,N-E/B,mispky,,Cmo Del Rio N&Mission City,
10183,Clairemont Mesa Bl & Ruffin Rd,32.831327553,-117.126265406,10183,0,,0,F-E/B,,,Cmnt Mesa&Ruffin,
10184,Market St & 33rd St,32.711682091,-117.122406868,10184,0,,0,N-E/B,,,Mrkt&33rd,
10186,Ocean View Bl & 33rd St,32.701153134,-117.122715509,10186,0,,1,N-E/B,,,Ocn Vw&33rd,
10187,Imperial Av & 33rd St,32.706669387,-117.122714856,10187,0,,0,N-E/B,,,Imperial&33rd,
10188,Adams Av & 33rd St,32.763294928,-117.122989562,10188,0,,2,N-E/B,,,Adams&33rd,
10189,El Cajon Bl & 33rd St,32.755154568,-117.122499064,10189,0,,1,N-E/B,,,El Cjn&33rd,
10190,El Cajon Bl & 35th St,32.755153927,-117.117522464,10190,0,,0,F-E/B,,,El Cjn&35th,
10191,Aero Dr & West Canyon Av,32.808355733,-117.123130395,10191,0,,1,N-E/B,,,Aero&WCyn,
10194,Camino Del Rio S & Scheidler Wy,32.776671022,-117.120392474,10194,0,,1,N-E/B,,,Cmo Del Rio S&Scheidler,
10195,National Av & 35th St,32.695940538,-117.119026610,10195,0,,1,N-E/B,,,Natl&35th,
10196,El Cajon Bl & 35th St,32.755130023,-117.118185774,10196,0,,1,N-E/B,,,El Cjn&35th,
10197,National Av & 36th St,32.695947902,-117.117199907,10197,0,,1,N-E/B,,,Natl&36th,
10198,Adams Av & 35th St,32.763251794,-117.117413537,10198,0,,1,N-E/B,,,Adams&35th,
10201,El Cajon Bl & 36th St,32.755112582,-117.115582488,10201,0,,1,F-E/B,,,El Cjn&36th,
10203,Imperial Av & 37th St,32.704804100,-117.114777400,10203,0,,0,N-E/B,,,Imperial&37th,
10204,El Cajon Bl & 37th St,32.755099921,-117.113859424,10204,0,,1,N-E/B,,,El Cjn&37th,
10205,National Av & 38th St,32.695977663,-117.112565000,10205,0,,1,N-E/B,,,Natl&38th,
10206,Ocean View Bl & 38th St,32.701210271,-117.112642204,10206,0,,1,N-E/B,,,Ocn Vw&38th,
10207,Imperial Av & 38th St,32.704810676,-117.112661183,10207,0,,1,N-E/B,,,Imperial&38th,
10208,University Av & 38th St,32.749646323,-117.111974813,10208,0,,1,N-E/B,,,Univ&38th,
10210,Camino Del Rio S & 3661,32.777857707,-117.115406805,10210,0,,1,M-Street-E/B,,,Cmo Del Rio S&3661,
10214,National Av & 40th St,32.696013052,-117.108281200,10214,0,,1,N-E/B,,,Natl&40th,
10215,Carmel Mountain Rd & Freeport Rd,32.960685952,-117.111005831,10215,0,,1,M-Street-E/B,cmrfre,,Carmel Mtn&Freeport,
10216,Imperial Av & 40th St,32.704755294,-117.108782421,10216,0,,2,M-Street-E/B,,,Imperial&40th,
10219,Home Av & Hixson Av,32.724346446,-117.105247061,10219,0,,1,N-E/B,,,Home&Hixson,
10220,National Av & 41st St,32.696024946,-117.106174998,10220,0,,1,N-E/B,,,Natl&41st,
10221,Market St & Morrison St,32.711389570,-117.105706536,10221,0,,1,N-E/B,,,Mrkt&Morrison,
10223,Ocean View Bl & San Miguel Av,32.700482972,-117.104596217,10223,0,,1,N-E/B,,,Ocn Vw&San Miguel,
10224,Adams Av & Biona Dr,32.763172756,-117.104316306,10224,0,,1,N-E/B,,,Adams&Biona,
10225,Market St & Denby St,32.711397830,-117.102926963,10225,0,,1,N-E/B,,,Mrkt&Denby,
10227,National Av & San Pasqual St,32.696414824,-117.103061551,10227,0,,1,F-W/B,,,Natl&San Pasqual,
10228,8th St & F Av,32.677561978,-117.100406062,10228,0,,1,F-E/B,,,8th&F,
10229,Carmel Mountain Rd & Stoney Creek Rd,32.963370847,-117.103128978,10229,0,,1,M-Street-N/B,cmrsck,,Carmel Mtn&Stoney Creek,
10230,Home Av & Fairmount Av,32.728333996,-117.100154606,10230,0,,1,N-E/B,,,Home&Fairmnt,
10231,Ocean View Bl & Elizabeth St,32.700453617,-117.099297370,10231,0,,1,N-E/B,,,Ocn Vw&Elizabeth,
10232,Imperial Av & 45th St,32.704062078,-117.098145598,10232,0,,0,N-E/B,,,Imperial&45th,
10235,Logan Av & 47th St,32.696708015,-117.093202331,10235,0,,1,F-E/B,47log,,Logan&47th,
10236,Ocean View Bl & 47th St,32.700404907,-117.093982089,10236,0,,1,N-E/B,,,Ocn Vw&47th,
10237,Zion Av & Crawford St (Kaiser),32.792895582,-117.094256725,10237,0,,1,N-E/B,kaihos,,Zion&Crawford (Kaiser),
10238,University Av & 47th St,32.749474274,-117.093521919,10238,0,,1,N-E/B,,,Univ&47th,
10242,University Av & Estrella Av,32.749452958,-117.090200956,10242,0,,1,N-E/B,,,Univ&Estrella,
10247,El Cajon Bl & 50th St,32.756690006,-117.086929427,10247,0,,1,N-E/B,,,El Cjn&50th,
10250,El Cajon Bl & 54th St,32.757875675,-117.078626620,10250,0,,0,F-E/B,,,El Cjn&54th,
10252,University Av & 52nd St,32.748993610,-117.083769756,10252,0,,1,N-E/B,,,Univ&52nd,
10253,Zion Av & 51st St,32.792835558,-117.083677204,10253,0,,1,N-E/B,,,Zion&51st,
10254,E St & 3rd Av,32.644514819,-117.081771934,10254,0,,1,N-E/B,e3rd,,E&3rd,
10255,Olvera Av & Gwen St,32.697845446,-117.081530724,10255,0,,1,N-E/B,,,Olvera&Gwen,
10256,Zion Av & Waring Rd,32.792800441,-117.081548719,10256,0,,1,M-Street-E/B,,,Zion&Waring,
10257,El Cajon Bl & 54th St,32.757676102,-117.079694901,10257,0,,1,N-E/B,elc54,,El Cjn&54th,
10258,Montezuma Rd & 54th St,32.771052986,-117.079703781,10258,0,,2,N-E/B,,,Mntzma&54th,
10259,Olvera Av & San Onofre Ter,32.698805636,-117.077710591,10259,0,,1,N-E/B,,,Olvera&San Onofre,
10260,El Cajon Bl & Dayton St,32.758148417,-117.076892204,10260,0,,1,F-E/B,elc54,,El Cjn&Dayton,
10261,Grape St & 55th St,32.727606441,-117.076992585,10261,0,,0,M-Street-E/B,,,Grape&55th,
10262,College Av & El Cajon Bl,32.761953170,-117.066863401,10262,0,,0,F-N/B,elccol,,Coll&El Cjn,
10263,Olvera Av & Las Flores Ter,32.699354859,-117.074910475,10263,0,,1,N-E/B,,,Olvera&Las Flores,
10264,Roswell St & Kelton Rd,32.715818146,-117.075350660,10264,0,,0,N-E/B,,,Roswell&Kelton,
10266,Streamview Dr & Lynn St,32.743408498,-117.071296313,10266,0,,2,F-E/B,,,Strmvw&Lynn,
10267,Market St & Merlin Dr,32.709999717,-117.071625805,10267,0,,0,N-E/B,,,Mrkt&Merlin,
10268,Skyline Dr & Radio Dr,32.701419692,-117.071097244,10268,0,,1,N-E/B,,,Skyline&Radio,
10271,Rancho Bernardo Rd & Acena Dr,33.022667271,-117.070534340,10271,0,,1,N-E/B,,,Rcho Bdo&Acena,
10272,Del Sol Bl & Ocean Bluffs,32.573762036,-117.063038204,10272,0,,1,M-Street-E/B,,,Del Sol&Ocean Bluffs,
10273,Imperial Av & 62nd St,32.709672868,-117.064132492,10273,0,,1,M-Street-E/B,imp62,,Imperial&62nd,
10274,Montezuma Rd & 63rd St,32.770410656,-117.064729637,10274,0,,1,N-E/B,,,Mntzma&63rd,
10276,Imperial Av & 63rd St,32.709878398,-117.062557660,10276,0,,1,N-E/B,,,Imperial&63rd,
10277,Rancho Bernardo Rd & Bernardo Oaks Dr,33.019289955,-117.065459055,10277,0,,1,N-E/B,,,Rcho Bdo&Bdo Oaks,
10278,Streamview Dr & Hasty Dr,32.743990015,-117.061294887,10278,0,,1,N-E/B,,,Strmvw&Hasty,
10279,Rancho Bernardo Rd & Meandro Dr,33.018543720,-117.063165175,10279,0,,1,N-E/B,,,Rcho Bdo&Meandro,
10280,Skyline Dr & Detroit Pl,32.701229659,-117.059097245,10280,0,,1,N-E/B,,,Skyline&Detroit,
10284,Montezuma Rd & Reservoir Dr,32.769071194,-117.057345556,10284,0,,1,M-Street-E/B,,,Mntzma&Reservoir,
10286,Imperial Av & Woodman St,32.710718112,-117.055637477,10286,0,,1,M-Street-E/B,,,Imperial&Woodman,
10287,Skyline Dr & Woodman St,32.701171467,-117.055390950,10287,0,,1,N-E/B,woosky,,Skyline&Woodman,
10288,University Av & Aragon Dr,32.755230597,-117.053852220,10288,0,,1,F-E/B,,,Univ&Aragon,
10290,El Cajon Bl & Montezuma Rd,32.768138923,-117.054480756,10290,0,,1,M-Street-E/B,,,El Cjn&Mntzma,
10291,Imperial Av & 68th St,32.711254658,-117.051328253,10291,0,,1,N-E/B,,,Imperial&68th,
10292,Imperial Av & 69th St,32.711802228,-117.049538647,10292,0,,1,N-E/B,,,Imperial&69th,
10293,Skyline Dr & 69th St,32.702517534,-117.049584466,10293,0,,1,N-E/B,,,Skyline&69th,
10294,University Av & 69th St,32.755068435,-117.049622289,10294,0,,1,N-E/B,uni69t,,Univ&69th,
10296,Skyline Dr & Buccaneer Dr,32.702750899,-117.044947800,10296,0,,1,N-E/B,,,Skyline&Buccaneer,
10299,Skyline Dr & Sychar Rd,32.703165047,-117.042949080,10299,0,,1,N-E/B,,,Skyline&Sychar,
10303,El Cajon Bl & 73rd St,32.768729074,-117.040565881,10303,0,,1,N-E/B,elc73,,El Cjn&73rd,
10306,El Cajon Bl & Jessie Av,32.768632891,-117.037985268,10306,0,,1,N-E/B,,,El Cjn&Jessie,
10307,Skyline Dr & Siena St,32.702879607,-117.037309753,10307,0,,1,N-E/B,,,Skyline&Siena,
10308,University Av & Lowell St,32.757400486,-117.037448936,10308,0,,1,N-E/B,,,Univ&Lowell,
10310,El Cajon Bl & Parks Av,32.768199133,-117.033589654,10310,0,,1,F-E/B,,,El Cjn&Parks,
10311,Jackson Dr & Lake Shore Dr,32.797858783,-117.035210591,10311,0,,1,N-E/B,,,Jackson&Lake Shore,
10312,Jamacha Rd & Glencoe Dr,32.715366712,-117.032011318,10312,0,,1,M-Street-E/B,,,Jamacha&Glencoe,
10313,Main St & Broadway (Lemon Grove Depot),32.742495728,-117.030915436,10313,0,,2,N-N/B,brotro,,Main&Brdwy (Lmn Grv Depot),
10314,University Av & Maple Av,32.761958236,-117.030408102,10314,0,,1,N-E/B,,,Univ&Maple,
10315,Jackson Dr & Cowles Mountain Bl,32.795305005,-117.028334609,10315,0,,1,N-E/B,,,Jackson&Cowles Mtn,
10317,University Av & La Mesa Bl,32.764145436,-117.027018350,10317,0,,1,M-Street-E/B,,,Univ&La Mesa,
10318,Paradise Valley Rd & Meadowbrook Dr,32.697677058,-117.025109551,10318,0,,1,M-Street-E/B,,,Pdse Vly&Mdwbrk,
10319,Jamacha Rd & Cardiff St,32.717545017,-117.026116594,10319,0,,1,N-E/B,carjam,,Jamacha&Cardiff,
10320,University Av & Allison Av,32.765776684,-117.025048382,10320,0,,1,N-E/B,,,Univ&Allison,
10321,San Vicente St & Cardiff St,32.712156969,-117.024967041,10321,0,,2,M-Street-E/B,,,San Vicente&Cardiff,
10322,Jackson Dr & Lake Badin Av,32.794044892,-117.024171255,10322,0,,2,N-E/B,,,Jackson&Lake Badin,
10324,Allison Av & Spring St,32.765963720,-117.021517215,10324,0,,1,N-E/B,lamtre,,Allison&Spring,
10325,Jackson Dr & Boulder Lake Av,32.793546877,-117.020743596,10325,0,,2,N-E/B,,,Jackson&Boulder Lake,
10326,Allison Av & Palm Av,32.765915301,-117.019587733,10326,0,,1,N-E/B,allpal,,Allison&Palm,
10328,La Mesa Bl & University Av,32.767804651,-117.015427237,10328,0,,1,N-N/B,,,La Mesa&Univ,
10330,Sweetwater Rd & Jamacha Rd,32.714228222,-117.012799979,10330,0,,1,F-S/B,,,Swtwter&Jamacha,
10331,La Mesa Bl & Glen St,32.769343678,-117.011003282,10331,0,,1,N-E/B,,,La Mesa&Glen,
10332,Orville St & Brucker Av,32.709168154,-117.009254916,10332,0,,1,M-Street-E/B,orvbru,,Orville&Brucker,
10333,La Mesa Bl & Jackson Dr,32.770425454,-117.008507654,10333,0,,1,N-E/B,,,La Mesa&Jackson,
10334,Navajo Rd & Jaffe Ct,32.802796099,-117.008672591,10334,0,,1,N-E/B,nav125,,Navajo&Jaffe,
10336,La Mesa Bl & Garfield St,32.772304059,-117.006041578,10336,0,,1,N-E/B,,,La Mesa&Garfield,
10346,Pearl St & La Jolla Bl,32.839151563,-117.277923662,10346,0,,1,F-E/B,,,Pearl&LJ,
10347,Silverado St & Herschel Av,32.845183653,-117.273406344,10347,0,,1,N-N/B,silher,,Silverado&Herschel,
10349,Torrey Pines Rd & Prospect St,32.847411136,-117.266942784,10349,0,,1,F-N/B,,,Try Pines&Prospect,
10351,Turquoise St & La Jolla Bl,32.808123398,-117.261262015,10351,0,,1,F-E/B,,,Turquoise&LJ,
10357,Grand Av & Bayard St,32.795030478,-117.252699590,10357,0,,1,F-E/B,grabay,,Grand&Bayard,
10358,Garnet Av & Cass St,32.797376321,-117.251518967,10358,0,,1,F-E/B,garcas,,Garnet&Cass,
10359,W Mission Bay Dr & Mission Bl,32.771914474,-117.250425895,10359,0,,1,F-S/B,mismis,,W Mission Bay&Mission,
10360,Grand Av & Cass St,32.795427119,-117.250901280,10360,0,,1,F-E/B,,,Grand&Cass,
10361,W Mission Bay Dr & Mariners Wy,32.770880841,-117.246711909,10361,0,,1,F-E/B,,,W Mission Bay&Mariners,
10363,Garnet Av & Fanuel St,32.798559182,-117.245961034,10363,0,,1,F-E/B,,,Garnet&Fanuel,
10364,Voltaire St & Sunset Cliffs Bl,32.749744319,-117.242995869,10364,0,,1,F-E/B,,,Voltaire&Sunset Cliffs,
10365,West Point Loma Bl & Sunset Cliffs Bl,32.750763851,-117.241992565,10365,0,,1,F-E/B,wplsun,,WPt Loma&Sunset Cliffs,
10366,Voltaire St & Ebers St,32.748680746,-117.241273083,10366,0,,1,F-E/B,,,Voltaire&Ebers,
10368,La Jolla Village Dr & N. Torrey Pines Rd,32.869972231,-117.241792763,10368,0,,1,F-S/B,,,LJ Vlge&N. Try Pines,
10369,Voltaire St & Froude St,32.747542998,-117.239543001,10369,0,,1,F-E/B,,,Voltaire&Froude,
10370,Grand Av & Ingraham St,32.797864434,-117.239730979,10370,0,,1,F-E/B,graing,,Grand&Ingraham,
10371,Voltaire St & Soto St,32.746232251,-117.237446758,10371,0,,1,M-Street-E/B,,,Voltaire&Soto,
10372,W Mission Bay Dr & Quivira Rd,32.765237133,-117.237601234,10372,0,,1,F-E/B,,,W Mission Bay&Quivira,
10374,Gilman Dr & Myers Dr,32.876948628,-117.235532875,10374,0,,1,F-E/B,gilmye,,Gilman&Myers,
10375,Grand Av & Lamont St,32.799062061,-117.234322727,10375,0,,1,F-E/B,,,Grand&Lamont,
10378,La Jolla Village Dr & Villa La Jolla Dr,32.871495623,-117.233107208,10378,0,,1,F-E/B,lajvil,,LJ Vlge&Villa LJ,
10379,West Point Loma Bl & Temecula St,32.752249037,-117.232596261,10379,0,,1,N-E/B,,,WPt Loma&Temecula,
